,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_21_22,Distribution_Score_21_22,Ball_Quality_Score_21_22,Positioning_Score_21_22,Sweeper_Score_21_22,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
41,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,32,2880,44,1.37,72.7,8,25.0,4,2,1,1,1989,1,0,2.0,6.0,41.9,0.26,-2.1,-0.07,381.0,34.1,209.0,42.6,37.4,1050.0,27.8,30.6,1.41,17.5,385.0,4.4,50,0.12485207100591716,61.97841726618705,55.587639028617915,75.53789731051344,51.90805993977311,60.05754647984911,L. Hrádecký,L. Hrádecký,Lukáš Hrádecký,GK,83,Bayer 04 Leverkusen,31,1989-11-24,192,83,de Bundesliga,GK,Finland,,,,33,20,52,69,34,55,14,31,9,53,20,48,85,78,69,83,87,40.0,1989
42,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,29,2565,39,1.37,67.3,7,24.1,3,3,0,0,1997,0,0,2.0,5.0,37.4,0.32,0.4,0.02,240.0,32.1,185.0,37.3,35.4,836.0,20.5,27.5,1.72,16.1,343.0,5.0,50,0.3368421052631579,61.00719424460432,50.906774485381874,65.07334963325184,49.88729482568681,60.49058855229224,G. Kobel,G. Kobel,Gregor Kobel,GK,79,Borussia Dortmund,23,1997-12-06,195,88,de Bundesliga,GK,Switzerland,,,,33,34,58,44,21,81,10,24,10,55,12,66,80,78,77,74,83,26.0,1997
43,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,29,2610,62,2.14,66.7,5,17.2,8,7,0,1,1988,1,0,1.0,7.0,48.3,0.27,-11.7,-0.4,399.0,33.6,224.0,47.8,40.1,847.0,34.5,34.3,0.66,12.6,442.0,3.2,100,0.23846153846153847,53.56115107913669,59.06755479419076,65.61124694376528,62.030188478156624,43.98533430847993,T. Krul,T. Krul,Tim Krul,GK,77,Norwich City,33,1988-04-03,188,74,eng Premier League,GK,Netherlands,,,,29,25,53,72,36,63,14,36,8,52,42,52,77,75,71,77,79,40.0,1988
44,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,38,3420,48,1.26,71.6,8,21.1,7,4,3,0,1999,3,0,0.0,6.0,52.2,0.3,5.2,0.14,607.0,33.9,288.0,78.5,55.5,824.0,46.2,39.2,1.47,14.9,491.0,5.5,45,0.7789473684210526,57.76978417266187,81.41180092901146,64.48655256723717,77.42771523931432,55.91881904615266,A. Lafont,A. Lafont,Alban Lafont,GK,78,FC Nantes,22,1999-01-23,196,90,fr Ligue 1,GK,France,,,,38,10,52,73,40,70,9,20,4,47,16,59,80,76,69,74,82,47.0,1999
45,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,27,2313,33,1.28,70.0,5,18.5,4,3,1,0,1985,3,1,1.0,2.0,31.8,0.29,-1.2,-0.05,259.0,41.7,199.0,35.2,33.1,535.0,35.3,31.3,0.93,14.2,293.0,6.1,45,0.11420118343195267,54.96402877697842,54.969261022824895,50.354523227383865,58.33967720220159,49.47399822933908,J. Leca,J. Leca,Jean-Louis Leca,GK,75,Racing Club de Lens,35,1985-09-21,180,75,fr Ligue 1,GK,France,,,,37,25,57,65,24,69,13,45,11,27,14,61,75,72,76,73,77,46.0,1985
46,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,38,3420,51,1.34,76.5,13,34.2,13,11,2,0,1993,4,0,0.0,10.0,52.8,0.24,1.8,0.05,792.0,34.3,313.0,83.1,60.2,840.0,63.3,46.0,0.74,12.1,586.0,7.2,80,0.46578947368421053,71.9064748201439,86.81998565683341,65.26894865525672,80.01358856711579,43.84560606643828,J. Ledesma,J. Ledesma,Jeremías Conan Ledesma,GK,77,Cádiz CF,28,1993-02-13,186,83,es La Liga,GK,Argentina,,,,26,12,50,67,40,63,20,23,13,36,23,41,78,77,67,74,80,46.0,1993
47,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,38,3420,40,1.05,72.3,16,42.1,2,2,0,0,1986,2,0,1.0,5.0,37.6,0.26,-1.4,-0.04,279.0,41.2,278.0,28.4,26.5,676.0,29.6,31.0,1.18,14.2,567.0,5.8,100,0.11656804733727812,80.43165467625899,47.30103924604612,57.24938875305624,80.91558884334597,51.87016436352438,H. Lloris,H. Lloris,Hugo Lloris,GK,87,Tottenham Hotspur,34,1986-12-26,188,82,eng Premier League,GK,France,,,,50,34,49,74,41,43,14,31,10,50,40,65,88,83,65,84,90,61.0,1986
48,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,34,2982,45,1.36,71.6,8,23.5,4,3,1,0,1990,1,1,1.0,8.0,42.7,0.26,0.7,0.02,263.0,43.0,219.0,24.7,31.4,910.0,23.0,29.3,0.85,14.6,412.0,4.1,45,0.3644736842105263,60.35971223021582,50.99222529414895,68.6919315403423,57.23725779561796,49.43242619038454,A. Lopes,A. Lopes,Anthony Lopes,GK,82,Olympique Lyonnais,30,1990-10-01,184,81,fr Ligue 1,GK,Portugal,,,,31,21,53,82,36,73,18,45,9,48,16,65,84,78,70,80,86,63.0,1990
49,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,27,2430,39,1.44,64.4,6,22.2,2,2,0,0,1987,3,0,0.0,5.0,30.5,0.29,-5.5,-0.2,472.0,34.5,217.0,59.9,44.2,784.0,43.6,36.0,0.89,12.9,399.0,7.3,50,0.16508875739644974,58.9568345323741,66.90812264167678,62.530562347188265,70.76184608759108,46.73370799491897,A. Luthe,A. Luthe,Andreas Luthe,GK,76,1. FC Union Berlin,34,1987-03-10,195,85,de Bundesliga,GK,Germany,,,,19,14,46,61,36,74,16,22,12,49,21,23,77,70,61,78,77,38.0,1987
50,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,17,1485,27,1.64,73.8,1,6.3,6,5,0,1,1985,1,0,0.0,4.0,28.2,0.28,1.2,0.07,221.0,31.7,143.0,39.2,35.4,379.0,43.5,36.0,0.61,10.8,275.0,2.2,60,0.4105263157894737,41.798561151079134,51.28058376181221,42.72616136919316,56.92770599539108,40.24269602371146,N. Mäenpää,N. Mäenpää,Niki Emil Antonio Mäenpää,GK,67,Venezia FC,36,1985-01-23,190,86,it Serie A,SUB,Finland,,,,20,16,47,50,38,62,14,32,15,33,14,39,68,68,62,66,65,36.0,1985
51,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,32,2880,21,0.66,81.2,17,53.1,2,2,0,0,1995,1,0,0.0,4.0,24.3,0.22,4.3,0.13,374.0,42.0,149.0,38.9,36.5,1005.0,31.4,33.0,1.41,16.8,347.0,7.2,60,0.6960526315789474,92.3021582733813,59.01532640840519,73.33740831295843,67.29775655421344,58.788444512875785,M. Maignan,M. Maignan,Mike Maignan,GK,84,AC Milan,25,1995-07-03,191,89,it Serie A,GK,France,,,,46,40,64,74,39,78,20,30,15,60,15,65,83,81,85,84,86,50.0,1995
52,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,18,1620,20,1.11,76.0,8,44.4,2,2,0,0,2000,2,0,0.0,2.0,21.1,0.26,1.1,0.06,314.0,36.6,149.0,76.5,53.7,346.0,57.8,41.4,1.61,16.3,273.0,4.8,80,0.4013157894736842,82.9136690647482,81.19878209790352,41.11246943765281,62.346885287263085,59.79887601524308,G. Mamardashvili,G. Mamardashvili,Giorgi Mamardashvili,GK,75,Valencia CF,20,2000-09-29,199,88,es La Liga,GK,Georgia,,,,15,22,53,50,45,74,7,25,8,34,11,26,76,77,71,76,79,44.0,2000
53,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,36,3240,48,1.33,68.6,11,30.6,6,4,1,1,1992,4,0,2.0,5.0,42.1,0.27,-3.9,-0.11,406.0,36.0,275.0,38.5,34.1,824.0,36.4,33.6,0.92,15.4,474.0,7.2,100,0.14615384615384616,68.02158273381295,52.976903954000505,64.48655256723717,64.9813381503236,51.55375495592594,E. Martínez,E. Martínez,Damián Emiliano Martínez,GK,84,Aston Villa,28,1992-09-02,195,88,eng Premier League,GK,Argentina,,,,51,35,62,60,40,70,16,37,12,66,42,60,85,83,82,83,85,58.0,1992
54,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,17,1530,27,1.59,62.0,5,29.4,0,0,0,0,1989,1,0,0.0,6.0,21.5,0.31,-5.5,-0.32,246.0,30.1,125.0,72.0,50.6,383.0,40.7,34.7,0.29,9.6,255.0,8.6,100,0.16508875739644974,66.72661870503597,72.89507694880808,42.92176039119804,54.09997901085673,35.0,A. McCarthy,A. McCarthy,Alex McCarthy,GK,75,Southampton,31,1989-12-03,193,79,eng Premier League,GK,England,,,,35,17,46,68,35,63,14,35,16,50,41,61,74,74,61,75,80,57.0,1989
55,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,38,3384,79,2.1,66.4,5,13.2,5,5,0,0,2000,2,0,3.0,10.0,61.8,0.26,-16.2,-0.43,410.0,26.3,288.0,37.2,33.3,1101.0,27.5,29.3,1.2,14.2,438.0,5.3,100,0.2917159763313609,49.24460431654676,45.334302215081614,78.03178484107579,42.7636883471104,52.06185765425921,I. Meslier,I. Meslier,Illan Meslier,GK,77,Leeds United,21,2000-03-02,196,74,eng Premier League,GK,France,,,,37,35,55,42,40,53,17,27,8,62,11,67,79,76,73,73,81,36.0,2000
56,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,27,2430,33,1.22,67.5,4,14.8,8,7,1,0,1997,3,0,2.0,4.0,26.7,0.24,-6.3,-0.23,659.0,29.1,169.0,91.1,66.3,849.0,59.5,44.4,0.81,14.3,290.0,6.2,60,0.17455621301775148,50.97122302158273,90.64185670517698,65.70904645476773,47.028443007950855,48.505138765926326,V. Milinković-Savić,V. Milinković-Savić,Vanja Milinković-Savić,GK,70,Torino F.C.,24,1997-02-20,202,90,it Serie A,GK,Serbia,,,,30,18,59,58,33,73,45,34,12,50,24,65,69,69,78,69,70,42.0,1997
57,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,34,3060,50,1.47,65.0,4,11.8,3,2,1,0,1996,1,0,1.0,7.0,40.6,0.28,-7.4,-0.22,577.0,32.8,231.0,68.4,46.5,733.0,57.2,42.3,0.68,13.1,495.0,4.2,60,0.18757396449704145,47.73381294964029,70.38978695582762,60.03667481662592,68.19708153031519,45.0835290041957,L. Montipò,L. Montipò,Lorenzo Montipò,GK,74,Hellas Verona,25,1996-02-20,191,82,it Serie A,GK,Italy,,,,16,20,53,54,35,55,14,24,15,40,29,50,74,71,70,72,76,41.0,1996
58,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,30,2700,52,1.73,65.5,4,13.3,4,4,0,0,1997,0,0,1.0,5.0,46.3,0.31,-4.7,-0.16,235.0,39.1,240.0,29.6,30.7,773.0,21.2,27.3,1.23,15.4,447.0,3.8,50,0.15562130177514794,49.35251798561151,49.474561152318856,61.99266503667482,67.09733742386,54.525000962315715,F. Müller,F. Müller,Florian Müller,GK,77,VfB Stuttgart,23,1997-11-13,190,88,de Bundesliga,GK,Germany,,,,28,24,54,58,34,67,12,25,11,42,19,38,76,74,72,73,81,43.0,1997
59,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,33,2932,42,1.29,67.2,8,24.2,4,3,0,1,1994,1,1,0.0,2.0,37.5,0.3,-1.5,-0.05,348.0,42.2,208.0,69.2,49.7,744.0,27.4,31.3,1.2,16.5,308.0,9.1,60,0.11775147928994084,61.115107913669064,79.48315184750629,60.57457212713936,68.41071403325421,56.231764117171565,J. Musso,J. Musso,Juan Agustín Musso,GK,81,Atalanta,27,1994-05-06,191,93,it Serie A,GK,Argentina,,,,24,20,55,51,35,70,14,27,19,48,25,67,82,78,73,82,86,44.0,1994
60,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,22,1980,38,1.73,62.6,4,18.2,5,4,0,1,1994,1,0,4.0,3.0,30.5,0.3,-4.5,-0.2,296.0,24.0,177.0,75.1,56.0,357.0,45.7,38.5,0.68,13.1,345.0,1.2,45,0.1532544378698225,54.640287769784166,73.90794271856223,41.650366748166256,38.55067790582727,45.0835290041957,P. Nardi,P. Nardi,Paul Nardi,GK,73,FC Lorient,27,1994-05-18,188,82,fr Ligue 1,GK,France,,,,25,25,51,61,20,54,10,24,10,55,16,35,76,67,68,71,78,50.0,1994
61,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,21,1856,18,0.87,79.5,7,33.3,2,2,0,0,1986,0,1,0.0,2.0,18.3,0.21,0.3,0.01,58.0,39.7,132.0,8.3,22.2,415.0,11.3,24.5,0.97,16.3,239.0,2.1,45,0.3276315789473684,70.93525179856115,36.182018838710334,44.48655256723716,57.26450018107215,53.6646907117287,K. Navas,K. Navas,Keylor Navas Gamboa,GK,88,Paris Saint-Germain,34,1986-12-15,185,80,fr Ligue 1,SUB,Costa Rica,,,,37,30,56,74,39,75,13,32,16,68,25,67,89,84,75,87,89,54.0,1986
62,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,28,2510,26,0.93,71.9,10,35.7,1,1,0,0,1986,0,0,0.0,1.0,23.9,0.26,-2.1,-0.07,223.0,49.3,166.0,10.2,25.3,1085.0,19.0,27.6,3.41,26.2,262.0,3.4,50,0.12485207100591716,73.52517985611512,45.70909980157775,77.24938875305624,62.51888751015474,95.0,M. Neuer,M. Neuer,Manuel Peter Neuer,GK,90,FC Bayern München,35,1986-03-27,193,93,de Bundesliga,GK,Germany,,,,68,46,68,77,43,80,16,29,12,70,47,70,88,88,91,89,88,56.0,1986
63,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,38,3420,40,1.05,77.3,11,28.9,9,8,0,1,1996,1,0,0.0,5.0,41.5,0.24,4.5,0.12,415.0,38.6,280.0,52.5,42.5,839.0,31.9,32.5,1.21,17.2,427.0,5.4,45,0.7144736842105264,66.18705035971223,65.88757846294978,65.2200488997555,72.69122686436339,57.59671272951229,A. Nübel,A. Nübel,Alexander Nübel,GK,75,AS Monaco,24,1996-09-30,193,88,fr Ligue 1,GK,Germany,,,,18,20,53,61,39,70,18,23,10,22,16,32,75,65,71,76,85,48.0,1996
64,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,38,3420,43,1.13,66.0,12,31.6,8,7,1,0,1993,2,0,2.0,4.0,32.4,0.23,-7.6,-0.2,598.0,28.4,283.0,68.6,48.6,810.0,49.9,39.0,0.76,13.8,477.0,5.7,80,0.18994082840236687,69.10071942446044,69.06377894291369,63.80195599022005,66.58309253819642,47.11940413410832,J. Oblak,J. Oblak,Jan Oblak,GK,91,Atlético de Madrid,28,1993-01-07,188,87,es La Liga,GK,Slovenia,,,,40,30,59,78,41,78,12,34,11,65,11,68,87,92,78,90,90,50.0,1993
65,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,29,2587,41,1.43,75.9,8,27.6,4,3,1,0,1994,0,1,0.0,1.0,44.2,0.26,4.2,0.15,332.0,40.4,262.0,42.4,37.0,808.0,27.4,30.3,0.94,13.5,466.0,7.9,45,0.6868421052631579,64.7841726618705,59.497393648967474,63.7041564792176,86.61175957534505,48.30074290773317,J. Omlin,J. Omlin,Jonas Omlin,GK,77,Montpellier Hérault SC,27,1994-01-10,189,80,fr Ligue 1,GK,Switzerland,,,,35,31,55,75,35,72,18,22,15,48,27,55,77,75,73,75,79,50.0,1994
66,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,33,2970,53,1.61,73.9,6,18.2,7,7,0,0,1992,1,0,1.0,6.0,55.8,0.28,4.8,0.15,902.0,45.7,317.0,58.0,46.9,1448.0,49.6,39.2,1.39,18.6,528.0,2.1,50,0.7421052631578947,54.640287769784166,75.92721223071717,95.0,72.65155412099536,61.86015628007237,S. Ortega,S. Ortega,Stefan Ortega Moreno,GK,78,DSC Arminia Bielefeld,28,1992-11-06,185,88,de Bundesliga,GK,Germany,,,,55,38,65,77,33,73,12,29,10,60,24,59,73,72,86,74,85,52.0,1992
67,David Ospina,co COL,GK,Napoli,it Serie A,32,31,2790,25,0.81,77.4,13,41.9,1,1,0,0,1988,1,0,0.0,3.0,27.6,0.26,3.6,0.12,193.0,37.8,135.0,14.1,22.5,842.0,20.7,28.6,1.0,17.0,353.0,5.1,60,0.631578947368421,80.21582733812949,37.08974362223241,65.36674816625916,68.8893317513537,55.22133261480427,D. Ospina,D. Ospina,David Ospina Ramírez,GK,79,Napoli,32,1988-08-31,183,80,it Serie A,GK,Colombia,,,,32,32,58,75,29,38,12,20,16,50,26,57,82,72,77,77,84,34.0,1988
68,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,21,1875,39,1.87,60.4,3,14.3,3,3,0,0,1988,2,1,1.0,2.0,29.8,0.3,-7.2,-0.35,335.0,39.1,167.0,76.6,54.9,431.0,48.0,39.7,2.02,14.8,319.0,12.2,45,0.185207100591716,50.431654676258994,83.84418404867552,45.26894865525672,64.43404352039047,61.00908426036415,A. Oukidja,A. Oukidja,Alexandre Oukidja,GK,78,FC Metz,32,1988-07-19,184,80,fr Ligue 1,GK,Algeria,,,,26,14,52,67,35,73,19,32,11,31,24,57,79,73,69,78,83,47.0,1988
69,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,15,1350,22,1.47,69.2,2,13.3,2,2,0,0,1993,1,0,0.0,1.0,19.0,0.27,-1.0,-0.07,126.0,31.0,120.0,41.7,37.1,333.0,22.8,29.8,1.07,13.2,198.0,7.6,45,0.11183431952662723,49.35251798561151,52.94679850891886,40.47677261613692,58.030712662978516,49.00284845452096,D. Petković,D. Petković,Danijel Petković,GK,65,Angers SCO,28,1993-05-25,197,90,fr Ligue 1,SUB,Montenegro,,,,26,13,48,34,20,73,6,21,6,25,19,54,66,64,64,66,66,41.0,1993
70,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,35,3150,58,1.66,66.5,7,20.0,1,1,0,0,1994,2,0,2.0,10.0,51.7,0.31,-2.3,-0.07,782.0,34.8,267.0,81.6,60.5,873.0,64.6,46.4,1.0,14.9,518.0,4.4,100,0.12721893491124261,56.58273381294964,86.87814390301385,66.88264058679707,57.59307271269995,51.4140267138843,J. Pickford,J. Pickford,Jordan Pickford,GK,83,Everton,27,1994-03-07,185,77,eng Premier League,GK,England,,,,56,40,65,77,45,70,13,45,18,69,45,65,83,78,87,80,86,49.0,1994
71,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,36,3240,47,1.31,74.5,9,25.0,5,5,0,0,1992,1,0,1.0,6.0,44.3,0.25,-1.7,-0.05,807.0,39.5,283.0,91.2,61.2,793.0,69.2,46.2,2.22,17.4,605.0,7.6,100,0.12011834319526628,61.97841726618705,93.86701654532415,62.97066014669927,83.82533661474481,67.6398244736133,N. Pope,N. Pope,Nick Pope,GK,83,Burnley,29,1992-04-19,199,76,eng Premier League,GK,England,,,,35,24,56,72,37,75,15,36,13,45,22,63,81,83,75,83,84,49.0,1992
72,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,13,1170,29,2.23,55.7,2,15.4,4,2,2,0,1999,3,0,0.0,5.0,20.4,0.27,-6.6,-0.51,198.0,37.9,111.0,55.9,41.0,373.0,36.5,33.1,3.08,17.6,191.0,5.2,45,0.17810650887573964,51.618705035971225,65.42687392457927,42.432762836185816,47.557956679713286,76.24523653720314,G. Poussin,G. Poussin,Gaëtan Poussin,GK,67,FC Girondins de Bordeaux,22,1999-01-13,184,85,fr Ligue 1,SUB,France,,,,22,17,48,58,22,59,6,21,7,24,16,51,68,66,64,67,66,20.0,1999
73,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,31,2761,52,1.7,73.9,7,22.6,11,9,0,2,1994,2,0,3.0,4.0,47.6,0.24,-1.4,-0.04,616.0,33.4,229.0,69.4,51.7,957.0,47.8,40.1,0.81,11.8,476.0,5.9,60,0.11656804733727812,59.38848920863309,75.09064577193351,70.99022004889976,59.74734182831751,43.972631741021594,I. Provedel,I. Provedel,Ivan Provedel,GK,74,Spezia,27,1994-03-17,192,84,it Serie A,SUB,Italy,,,,23,18,50,56,28,56,20,27,16,52,22,62,75,73,66,72,75,42.0,1994
74,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,38,3420,44,1.16,75.8,11,28.9,7,5,1,1,1995,3,0,2.0,8.0,42.9,0.24,-1.1,-0.03,479.0,31.5,285.0,46.7,38.8,975.0,35.5,34.7,1.39,14.8,644.0,5.7,45,0.11301775147928995,66.18705035971223,56.278163669215154,71.87041564792176,75.87323536224761,54.97074560221718,P. Rajković,P. Rajković,Predrag Rajković,GK,78,Stade de Reims,25,1995-10-31,191,85,fr Ligue 1,GK,Serbia,,,,25,18,56,35,26,66,10,25,4,42,20,32,77,76,74,79,81,25.0,1995
75,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,34,3060,39,1.15,73.4,12,35.3,6,5,0,1,1998,1,0,0.0,3.0,38.2,0.26,0.2,0.0,480.0,27.9,181.0,74.0,55.1,993.0,34.8,33.2,1.76,16.4,414.0,6.3,100,0.31842105263157894,73.0935251798561,75.50056637769154,72.75061124694376,76.01391699826976,61.41787597675045,A. Ramsdale,A. Ramsdale,Aaron Ramsdale,GK,74,Arsenal,23,1998-05-14,188,77,eng Premier League,SUB,England,,,,33,28,52,66,35,59,15,35,11,47,25,55,75,72,69,71,76,48.0,1998
76,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,31,2790,45,1.45,72.9,7,22.6,6,3,2,1,1988,2,0,1.0,4.0,42.3,0.26,1.3,0.04,1040.0,46.1,246.0,67.9,48.5,1398.0,62.4,43.8,2.32,19.6,417.0,6.5,50,0.41973684210526313,59.38848920863309,80.77973862999951,92.55501222493888,67.49794730528764,72.58689710920359,M. Riemann,M. Riemann,Manuel Riemann,GK,74,VfL Bochum 1848,32,1988-09-09,186,83,de Bundesliga,GK,Germany,,,,65,47,54,70,43,65,18,38,13,69,34,67,73,71,72,72,76,52.0,1988
77,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,32,2880,28,0.87,75.0,14,43.8,4,3,1,0,1992,2,0,0.0,2.0,28.2,0.25,1.2,0.04,333.0,39.3,214.0,39.7,37.4,1073.0,23.1,29.7,1.63,16.5,478.0,4.6,80,0.4105263157894737,82.2661870503597,58.13633864064285,76.66259168704156,83.97427253043156,60.35316986797028,G. Rulli,G. Rulli,Gerónimo Rulli,GK,80,Villarreal CF,29,1992-05-20,189,84,es La Liga,GK,Argentina,,,,23,15,59,65,42,73,17,26,12,58,24,61,80,79,78,79,80,54.0,1992
78,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,37,3330,58,1.57,72.7,7,18.9,9,7,2,0,1986,2,0,1.0,14.0,55.5,0.26,-1.5,-0.04,486.0,39.9,291.0,43.3,37.5,999.0,36.0,34.1,1.03,14.8,533.0,2.8,100,0.11775147928994084,55.3956834532374,59.84353024355507,73.0440097799511,56.729896913943435,51.52026636899034,K. Schmeichel,K. Schmeichel,Kasper Peter Schmeichel,GK,85,Leicester City,34,1986-11-05,189,89,eng Premier League,GK,Denmark,,,,46,40,60,60,34,64,14,35,13,59,26,67,84,78,80,83,90,47.0,1986
79,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,21,1890,28,1.33,71.4,3,14.3,1,0,1,0,1995,1,0,2.0,3.0,31.4,0.31,4.4,0.21,251.0,42.6,144.0,34.7,35.2,854.0,23.5,28.8,0.71,13.6,283.0,3.2,50,0.7052631578947368,50.431654676258994,57.0075364977839,65.95354523227384,46.74916777503118,46.277570345278875,M. Schwäbe,M. Schwäbe,Marvin Schwäbe,GK,71,1. FC Köln,26,1995-04-25,188,83,de Bundesliga,SUB,Germany,,,,49,39,57,64,36,70,17,28,12,66,28,61,72,68,76,68,73,47.0,1995
80,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,25,2175,51,2.11,62.6,4,16.0,5,5,0,0,1992,1,0,1.0,6.0,42.2,0.31,-8.8,-0.36,333.0,37.8,204.0,63.2,48.2,621.0,32.9,33.0,1.32,15.0,404.0,4.2,50,0.20414201183431957,52.26618705035971,73.3133601781999,54.559902200489,60.652408912012,54.66241964663767,A. Schwolow,A. Schwolow,Alexander Schwolow,GK,77,Hertha BSC,29,1992-06-02,190,84,de Bundesliga,GK,Germany,,,,23,23,50,72,31,67,15,26,10,36,22,34,76,75,66,76,80,37.0,1992
81,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,37,3330,43,1.16,70.0,13,35.1,4,4,0,0,1992,1,0,0.0,5.0,35.0,0.24,-7.0,-0.19,401.0,40.9,239.0,50.2,40.6,718.0,39.1,34.3,1.05,13.7,476.0,2.7,45,0.18284023668639054,72.87769784172662,65.22472650419525,59.303178484107576,76.40960041238773,49.71765656876708,M. Sels,M. Sels,Matz Sels,GK,77,RC Strasbourg Alsace,29,1992-02-26,190,88,fr Ligue 1,GK,Belgium,,,,32,33,56,70,26,67,18,29,18,49,22,62,76,75,75,76,76,36.0,1992
82,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,35,3150,50,1.43,68.1,7,20.0,7,5,0,2,1991,1,0,0.0,4.0,45.5,0.29,-3.5,-0.1,430.0,38.8,252.0,46.8,38.4,677.0,46.1,36.7,0.29,11.0,462.0,3.5,60,0.1414201183431953,56.58273381294964,60.96951950391902,57.298288508557455,77.46719222901439,37.53820393394665,M. Silvestri,M. Silvestri,Marco Silvestri,GK,79,Udinese Calcio,30,1991-03-02,191,80,it Serie A,GK,Italy,,,,20,20,47,74,34,60,16,31,14,49,16,44,82,77,63,80,82,59.0,1991
83,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,37,3330,59,1.59,69.4,10,27.0,5,4,1,0,1987,0,0,3.0,7.0,50.6,0.26,-6.4,-0.17,605.0,42.5,263.0,68.8,45.9,916.0,46.3,36.6,0.54,12.9,476.0,2.9,60,0.17573964497041422,64.13669064748201,76.66221082427593,68.98533007334963,51.79289153180509,43.379075407059545,S. Sirigu,S. Sirigu,Salvatore Sirigu,GK,82,Genoa,34,1987-01-12,192,85,it Serie A,GK,Italy,,,,28,18,57,68,34,66,14,34,10,55,19,62,82,77,76,84,80,46.0,1987
