,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_21_22,Distribution_Score_21_22,Ball_Quality_Score_21_22,Positioning_Score_21_22,Sweeper_Score_21_22
119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,17,1530,27,1.59,62.0,5,29.4,0,0,0,0,1989,1,0,0.0,6.0,21.5,0.31,-5.5,-0.32,246.0,30.1,125.0,72.0,50.6,383.0,40.7,34.7,0.29,9.6,255.0,8.6,100,0.16508875739644974,66.72661870503597,72.89507694880808,42.92176039119804,54.09997901085673,35.0
120,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,34,3060,31,0.91,75.5,14,41.2,6,6,0,0,1992,3,0,0.0,1.0,28.4,0.22,-1.6,-0.05,193.0,43.0,177.0,26.0,24.9,779.0,18.9,25.3,1.35,14.9,375.0,7.5,100,0.11893491124260355,79.46043165467626,46.49244956451003,62.28606356968215,76.74388242599697,54.768659301743725
122,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,38,3384,79,2.1,66.4,5,13.2,5,5,0,0,2000,2,0,3.0,10.0,61.8,0.26,-16.2,-0.43,410.0,26.3,288.0,37.2,33.3,1101.0,27.5,29.3,1.2,14.2,438.0,5.3,100,0.2917159763313609,49.24460431654676,45.334302215081614,78.03178484107579,42.7636883471104,52.06185765425921
123,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,27,2430,33,1.22,67.5,4,14.8,8,7,1,0,1997,3,0,2.0,4.0,26.7,0.24,-6.3,-0.23,659.0,29.1,169.0,91.1,66.3,849.0,59.5,44.4,0.81,14.3,290.0,6.2,60,0.17455621301775148,50.97122302158273,90.64185670517698,65.70904645476773,47.028443007950855,48.505138765926326
124,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,34,3060,50,1.47,65.0,4,11.8,3,2,1,0,1996,1,0,1.0,7.0,40.6,0.28,-7.4,-0.22,577.0,32.8,231.0,68.4,46.5,733.0,57.2,42.3,0.68,13.1,495.0,4.2,60,0.18757396449704145,47.73381294964029,70.38978695582762,60.03667481662592,68.19708153031519,45.0835290041957
126,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,30,2700,52,1.73,65.5,4,13.3,4,4,0,0,1997,0,0,1.0,5.0,46.3,0.31,-4.7,-0.16,235.0,39.1,240.0,29.6,30.7,773.0,21.2,27.3,1.23,15.4,447.0,3.8,50,0.15562130177514794,49.35251798561151,49.474561152318856,61.99266503667482,67.09733742386,54.525000962315715
127,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,33,2932,42,1.29,67.2,8,24.2,4,3,0,1,1994,1,1,0.0,2.0,37.5,0.3,-1.5,-0.05,348.0,42.2,208.0,69.2,49.7,744.0,27.4,31.3,1.2,16.5,308.0,9.1,60,0.11775147928994084,61.115107913669064,79.48315184750629,60.57457212713936,68.41071403325421,56.231764117171565
128,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,22,1980,38,1.73,62.6,4,18.2,5,4,0,1,1994,1,0,4.0,3.0,30.5,0.3,-4.5,-0.2,296.0,24.0,177.0,75.1,56.0,357.0,45.7,38.5,0.68,13.1,345.0,1.2,45,0.1532544378698225,54.640287769784166,73.90794271856223,41.650366748166256,38.55067790582727,45.0835290041957
129,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,21,1856,18,0.87,79.5,7,33.3,2,2,0,0,1986,0,1,0.0,2.0,18.3,0.21,0.3,0.01,58.0,39.7,132.0,8.3,22.2,415.0,11.3,24.5,0.97,16.3,239.0,2.1,45,0.3276315789473684,70.93525179856115,36.182018838710334,44.48655256723716,57.26450018107215,53.6646907117287
131,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,28,2510,26,0.93,71.9,10,35.7,1,1,0,0,1986,0,0,0.0,1.0,23.9,0.26,-2.1,-0.07,223.0,49.3,166.0,10.2,25.3,1085.0,19.0,27.6,3.41,26.2,262.0,3.4,50,0.12485207100591716,73.52517985611512,45.70909980157775,77.24938875305624,62.51888751015474,95.0
132,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,38,3420,40,1.05,77.3,11,28.9,9,8,0,1,1996,1,0,0.0,5.0,41.5,0.24,4.5,0.12,415.0,38.6,280.0,52.5,42.5,839.0,31.9,32.5,1.21,17.2,427.0,5.4,45,0.7144736842105264,66.18705035971223,65.88757846294978,65.2200488997555,72.69122686436339,57.59671272951229
133,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,38,3420,43,1.13,66.0,12,31.6,8,7,1,0,1993,2,0,2.0,4.0,32.4,0.23,-7.6,-0.2,598.0,28.4,283.0,68.6,48.6,810.0,49.9,39.0,0.76,13.8,477.0,5.7,80,0.18994082840236687,69.10071942446044,69.06377894291369,63.80195599022005,66.58309253819642,47.11940413410832
136,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,29,2587,41,1.43,75.9,8,27.6,4,3,1,0,1994,0,1,0.0,1.0,44.2,0.26,4.2,0.15,332.0,40.4,262.0,42.4,37.0,808.0,27.4,30.3,0.94,13.5,466.0,7.9,45,0.6868421052631579,64.7841726618705,59.497393648967474,63.7041564792176,86.61175957534505,48.30074290773317
137,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,33,2970,53,1.61,73.9,6,18.2,7,7,0,0,1992,1,0,1.0,6.0,55.8,0.28,4.8,0.15,902.0,45.7,317.0,58.0,46.9,1448.0,49.6,39.2,1.39,18.6,528.0,2.1,50,0.7421052631578947,54.640287769784166,75.92721223071717,95.0,72.65155412099536,61.86015628007237
138,David Ospina,co COL,GK,Napoli,it Serie A,32,31,2790,25,0.81,77.4,13,41.9,1,1,0,0,1988,1,0,0.0,3.0,27.6,0.26,3.6,0.12,193.0,37.8,135.0,14.1,22.5,842.0,20.7,28.6,1.0,17.0,353.0,5.1,60,0.631578947368421,80.21582733812949,37.08974362223241,65.36674816625916,68.8893317513537,55.22133261480427
139,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,21,1875,39,1.87,60.4,3,14.3,3,3,0,0,1988,2,1,1.0,2.0,29.8,0.3,-7.2,-0.35,335.0,39.1,167.0,76.6,54.9,431.0,48.0,39.7,2.02,14.8,319.0,12.2,45,0.185207100591716,50.431654676258994,83.84418404867552,45.26894865525672,64.43404352039047,61.00908426036415
141,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,34,3053,60,1.77,62.8,5,14.7,8,5,3,0,1992,1,0,0.0,9.0,51.8,0.31,-8.2,-0.24,693.0,47.8,308.0,74.7,50.6,721.0,64.2,44.5,1.27,15.7,545.0,4.4,80,0.1970414201183432,50.86330935251799,85.84247097789478,59.44987775061125,76.23860958344707,55.45228838677393
144,Rui Patrício,pt POR,GK,Roma,it Serie A,33,38,3420,43,1.13,74.0,15,39.5,6,5,1,0,1988,2,0,2.0,5.0,42.2,0.25,1.2,0.03,393.0,44.3,222.0,32.0,31.5,854.0,37.7,34.2,0.68,14.3,393.0,3.1,60,0.4105263157894737,77.62589928057554,54.432532633238125,65.95354523227384,54.149406812010156,47.25913237614997
150,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,15,1350,22,1.47,69.2,2,13.3,2,2,0,0,1993,1,0,0.0,1.0,19.0,0.27,-1.0,-0.07,126.0,31.0,120.0,41.7,37.1,333.0,22.8,29.8,1.07,13.2,198.0,7.6,45,0.11183431952662723,49.35251798561151,52.94679850891886,40.47677261613692,58.030712662978516,49.00284845452096
151,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,35,3150,58,1.66,66.5,7,20.0,1,1,0,0,1994,2,0,2.0,10.0,51.7,0.31,-2.3,-0.07,782.0,34.8,267.0,81.6,60.5,873.0,64.6,46.4,1.0,14.9,518.0,4.4,100,0.12721893491124261,56.58273381294964,86.87814390301385,66.88264058679707,57.59307271269995,51.4140267138843
154,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,36,3240,47,1.31,74.5,9,25.0,5,5,0,0,1992,1,0,1.0,6.0,44.3,0.25,-1.7,-0.05,807.0,39.5,283.0,91.2,61.2,793.0,69.2,46.2,2.22,17.4,605.0,7.6,100,0.12011834319526628,61.97841726618705,93.86701654532415,62.97066014669927,83.82533661474481,67.6398244736133
155,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,13,1170,29,2.23,55.7,2,15.4,4,2,2,0,1999,3,0,0.0,5.0,20.4,0.27,-6.6,-0.51,198.0,37.9,111.0,55.9,41.0,373.0,36.5,33.1,3.08,17.6,191.0,5.2,45,0.17810650887573964,51.618705035971225,65.42687392457927,42.432762836185816,47.557956679713286,76.24523653720314
157,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,31,2761,52,1.7,73.9,7,22.6,11,9,0,2,1994,2,0,3.0,4.0,47.6,0.24,-1.4,-0.04,616.0,33.4,229.0,69.4,51.7,957.0,47.8,40.1,0.81,11.8,476.0,5.9,60,0.11656804733727812,59.38848920863309,75.09064577193351,70.99022004889976,59.74734182831751,43.972631741021594
160,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,38,3420,44,1.16,75.8,11,28.9,7,5,1,1,1995,3,0,2.0,8.0,42.9,0.24,-1.1,-0.03,479.0,31.5,285.0,46.7,38.8,975.0,35.5,34.7,1.39,14.8,644.0,5.7,45,0.11301775147928995,66.18705035971223,56.278163669215154,71.87041564792176,75.87323536224761,54.97074560221718
162,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,34,3060,39,1.15,73.4,12,35.3,6,5,0,1,1998,1,0,0.0,3.0,38.2,0.26,0.2,0.0,480.0,27.9,181.0,74.0,55.1,993.0,34.8,33.2,1.76,16.4,414.0,6.3,100,0.31842105263157894,73.0935251798561,75.50056637769154,72.75061124694376,76.01391699826976,61.41787597675045
164,David Raya,es ESP,GK,Brentford,eng Premier League,25,24,2160,27,1.13,77.7,8,33.3,4,4,0,0,1995,1,0,1.0,3.0,26.2,0.22,-0.8,-0.03,527.0,42.7,202.0,68.3,49.9,876.0,44.4,36.2,1.46,15.8,402.0,6.7,100,0.10946745562130178,70.93525179856115,79.66918221143246,67.02933985330074,68.12122698399062,57.45467492975095
165,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,21,1890,26,1.24,68.0,8,38.1,3,2,1,0,1985,5,1,0.0,1.0,27.2,0.32,2.2,0.11,357.0,39.2,188.0,60.1,43.9,453.0,53.9,40.5,0.43,11.6,333.0,4.2,80,0.5026315789473684,76.11510791366906,69.94238659141995,46.34474327628362,70.48495252429794,39.96785865506755
166,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,15,1350,29,1.93,58.3,2,13.3,5,4,0,1,1982,3,0,0.0,2.0,23.7,0.33,-5.3,-0.36,133.0,49.6,99.0,29.3,30.1,429.0,24.2,29.8,0.67,13.7,186.0,5.4,60,0.16272189349112426,49.35251798561151,56.05282897421017,45.17114914425428,53.45027258698261,46.07548404480542
167,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,35,3150,32,0.91,75.0,19,54.3,5,4,1,0,1995,1,0,1.0,5.0,31.4,0.24,-0.6,-0.02,466.0,41.8,241.0,56.0,45.1,1015.0,32.6,32.9,1.37,16.4,465.0,3.9,80,0.10710059171597634,93.59712230215825,71.22848208244532,73.82640586797066,69.06064883640758,57.67985680742137
168,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,14,1260,29,2.07,54.4,1,7.1,4,3,1,0,1993,0,0,0.0,4.0,21.4,0.31,-5.6,-0.4,201.0,46.8,90.0,66.7,48.4,270.0,52.2,39.4,0.36,12.6,194.0,1.0,80,0.16627218934911242,42.66187050359712,80.77168010177058,37.396088019559905,47.68245601251954,41.10993494745756
170,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,31,2790,45,1.45,72.9,7,22.6,6,3,2,1,1988,2,0,1.0,4.0,42.3,0.26,1.3,0.04,1040.0,46.1,246.0,67.9,48.5,1398.0,62.4,43.8,2.32,19.6,417.0,6.5,50,0.41973684210526313,59.38848920863309,80.77973862999951,92.55501222493888,67.49794730528764,72.58689710920359
172,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,16,1440,33,2.06,74.3,3,18.8,6,6,0,0,1987,2,0,0.0,1.0,30.6,0.24,-0.4,-0.03,236.0,38.1,142.0,45.8,38.8,443.0,38.6,34.6,0.69,11.8,265.0,5.3,60,0.10473372781065089,55.28776978417267,60.45803103293606,45.85574572127139,63.87653707411343,42.82247199661265
175,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,32,2880,28,0.87,75.0,14,43.8,4,3,1,0,1992,2,0,0.0,2.0,28.2,0.25,1.2,0.04,333.0,39.3,214.0,39.7,37.4,1073.0,23.1,29.7,1.63,16.5,478.0,4.6,80,0.4105263157894737,82.2661870503597,58.13633864064285,76.66259168704156,83.97427253043156,60.35316986797028
178,José Sá,pt POR,GK,Wolves,eng Premier League,28,37,3285,40,1.1,80.6,11,29.7,10,9,0,1,1993,3,0,1.0,1.0,46.3,0.24,7.3,0.2,412.0,29.4,261.0,43.3,36.9,844.0,35.4,34.7,1.1,13.3,549.0,7.8,100,0.9723684210526315,67.05035971223022,52.25102822258769,65.4645476772616,88.51866130591623,49.47168867161939
180,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,37,3329,42,1.14,72.3,11,29.7,4,3,0,1,1997,3,1,1.0,5.0,40.9,0.28,-1.1,-0.03,561.0,28.2,234.0,64.5,48.9,1285.0,31.9,33.0,0.97,12.9,517.0,11.6,100,0.11301775147928995,67.05035971223022,67.76263072934748,87.02933985330074,78.78728971434104,47.500481157858275
182,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,37,3330,58,1.57,72.7,7,18.9,9,7,2,0,1986,2,0,1.0,14.0,55.5,0.26,-1.5,-0.04,486.0,39.9,291.0,43.3,37.5,999.0,36.0,34.1,1.03,14.8,533.0,2.8,100,0.11775147928994084,55.3956834532374,59.84353024355507,73.0440097799511,56.729896913943435,51.52026636899034
183,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,21,1890,28,1.33,71.4,3,14.3,1,0,1,0,1995,1,0,2.0,3.0,31.4,0.31,4.4,0.21,251.0,42.6,144.0,34.7,35.2,854.0,23.5,28.8,0.71,13.6,283.0,3.2,50,0.7052631578947368,50.431654676258994,57.0075364977839,65.95354523227384,46.74916777503118,46.277570345278875
184,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,25,2175,51,2.11,62.6,4,16.0,5,5,0,0,1992,1,0,1.0,6.0,42.2,0.31,-8.8,-0.36,333.0,37.8,204.0,63.2,48.2,621.0,32.9,33.0,1.32,15.0,404.0,4.2,50,0.20414201183431957,52.26618705035971,73.3133601781999,54.559902200489,60.652408912012,54.66241964663767
185,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,37,3330,43,1.16,70.0,13,35.1,4,4,0,0,1992,1,0,0.0,5.0,35.0,0.24,-7.0,-0.19,401.0,40.9,239.0,50.2,40.6,718.0,39.1,34.3,1.05,13.7,476.0,2.7,45,0.18284023668639054,72.87769784172662,65.22472650419525,59.303178484107576,76.40960041238773,49.71765656876708
187,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,16,1392,24,1.55,73.1,1,6.3,3,3,0,0,1991,2,0,0.0,1.0,24.6,0.28,0.6,0.04,320.0,51.9,130.0,63.8,46.4,433.0,54.7,40.8,0.84,16.0,235.0,4.3,60,0.35526315789473684,41.798561151079134,81.7319373664831,45.36674816625917,60.148408468303685,51.87478347896378
188,Rui Silva,pt POR,GK,Betis,es La Liga,27,22,1964,21,0.96,75.0,8,38.1,2,2,0,0,1994,2,0,0.0,2.0,20.5,0.24,-0.5,-0.02,275.0,33.5,176.0,49.4,41.6,557.0,33.8,33.1,1.47,15.7,341.0,5.3,80,0.10591715976331362,76.11510791366906,60.68366982334592,51.43031784841075,69.83071114045002,57.36922129412217
189,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,35,3150,50,1.43,68.1,7,20.0,7,5,0,2,1991,1,0,0.0,4.0,45.5,0.29,-3.5,-0.1,430.0,38.8,252.0,46.8,38.4,677.0,46.1,36.7,0.29,11.0,462.0,3.5,60,0.1414201183431953,56.58273381294964,60.96951950391902,57.298288508557455,77.46719222901439,37.53820393394665
190,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,34,3060,31,0.91,74.8,12,35.3,3,3,0,0,1997,3,0,0.0,2.0,31.9,0.26,1.9,0.06,371.0,39.1,243.0,51.4,42.3,692.0,35.5,33.8,1.03,15.2,529.0,5.5,80,0.475,73.0935251798561,65.7015480990236,58.03178484107579,89.87438595880693,52.245467492975095
192,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,37,3330,59,1.59,69.4,10,27.0,5,4,1,0,1987,0,0,3.0,7.0,50.6,0.26,-6.4,-0.17,605.0,42.5,263.0,68.8,45.9,916.0,46.3,36.6,0.54,12.9,476.0,2.9,60,0.17573964497041422,64.13669064748201,76.66221082427593,68.98533007334963,51.79289153180509,43.379075407059545
194,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,36,3240,53,1.47,74.1,12,33.3,9,8,1,0,1991,4,0,1.0,3.0,53.3,0.26,2.3,0.06,459.0,42.0,294.0,28.9,26.6,956.0,39.1,34.0,0.39,11.3,498.0,5.4,60,0.5118421052631579,70.93525179856115,48.09069898862936,70.94132029339853,77.5891467641375,39.04057123060934
195,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,33,2970,60,1.82,68.7,5,15.2,5,3,2,0,1988,2,0,1.0,5.0,57.9,0.3,-2.1,-0.06,452.0,32.7,224.0,40.6,37.6,1239.0,29.1,31.3,1.64,16.3,450.0,4.2,50,0.12485207100591716,51.402877697841724,54.10851897935446,84.7799511002445,67.63428973500393,60.086415951345316
196,David Soria,es ESP,GK,Getafe,es La Liga,28,38,3414,41,1.08,70.5,13,34.2,4,2,1,1,1993,4,0,0.0,5.0,40.9,0.29,0.9,0.02,863.0,42.4,292.0,84.6,54.1,888.0,69.4,46.6,1.19,15.0,571.0,4.4,80,0.3828947368421053,71.9064748201439,88.19746181702072,67.61613691931541,87.41288146136641,53.41641325686131
201,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,23,2070,29,1.26,67.4,7,30.4,1,1,0,0,1995,2,0,1.0,3.0,28.6,0.32,0.6,0.03,161.0,49.1,119.0,20.2,23.6,618.0,22.2,28.5,0.7,14.5,283.0,3.9,60,0.35526315789473684,67.80575539568345,47.679029834293345,54.41320293398533,53.9713035998012,47.81342622887717
202,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,33,2970,29,0.88,75.2,12,36.4,6,3,3,0,1990,2,0,2.0,5.0,30.6,0.24,1.6,0.05,273.0,45.4,172.0,29.7,31.5,836.0,26.6,30.8,0.76,13.5,481.0,5.0,60,0.4473684210526315,74.28057553956833,54.398549971744465,65.07334963325184,64.5198815037797,46.57550329111975
204,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,35,3150,34,0.97,70.6,11,31.4,3,2,1,0,1992,3,0,0.0,6.0,30.1,0.26,-3.9,-0.11,255.0,51.0,205.0,32.2,33.9,1072.0,17.6,26.9,0.97,15.3,342.0,4.4,80,0.14615384615384616,68.88489208633092,60.878747025566824,76.61369193154034,61.02691830438174,51.85168790176681
205,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,32,2862,43,1.35,59.0,9,29.0,3,2,1,0,1990,0,0,0.0,2.0,31.6,0.29,-9.4,-0.29,464.0,42.5,170.0,35.3,33.7,1356.0,29.8,32.2,1.6,16.7,291.0,7.6,60,0.2112426035502959,66.29496402877697,56.00310937551474,90.50122249388752,65.78745175487728,60.428230493860426
206,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,32,2880,46,1.44,73.2,5,15.6,4,4,0,0,1990,2,0,0.0,3.0,50.8,0.3,5.8,0.18,539.0,29.1,250.0,48.4,42.6,1001.0,41.8,34.6,1.34,16.4,426.0,4.5,50,0.8342105263157895,51.83453237410072,58.113607509129196,73.14180929095355,76.30147913646535,57.39231687131914
210,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,38,3420,70,1.84,69.9,7,18.4,10,5,2,3,1996,1,0,1.0,5.0,65.2,0.28,1.2,0.03,386.0,34.5,257.0,41.6,37.5,1066.0,26.2,29.5,1.0,13.9,602.0,5.8,60,0.4105263157894737,54.856115107913666,55.59569755684683,76.32029339853301,84.62675213126809,49.601023903922396
213,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,32,2880,42,1.31,68.3,10,31.3,5,4,1,0,1994,1,0,0.0,4.0,39.0,0.29,-2.0,-0.06,389.0,30.6,236.0,44.9,39.4,766.0,36.9,34.4,2.13,17.9,423.0,6.9,50,0.12366863905325445,68.77697841726618,55.5109309627407,61.65036674816626,75.19214310028136,67.68370607028754
