,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_20_21,Distribution_Score_20_21,Ball_Quality_Score_20_21,Positioning_Score_20_21,Sweeper_Score_20_21
120,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,37,3330,74.0,2.0,59.3,7.0,18.9,5.0,4.0,1.0,0.0,1996,3,0,0.0,8.0,62.3,0.34,-5.7,-0.15,578,35.3,271,58.3,43.4,966,43.5,36.8,0.57,11.6,620,3.1,60,0.16745562130177516,51.056338028169016,63.87665487889397,65.0817438692098,79.9155202262837,41.87943262411348
121,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,29,2610,42.0,1.45,62.0,9.0,31.0,4.0,4.0,0.0,0.0,1986,1,0,3.0,6.0,30.0,0.26,-10.0,-0.34,308,32.1,200,57.0,46.2,676,28.7,33.4,0.45,13.1,377,4.2,45,0.21834319526627222,65.66398390342053,63.33280614148882,53.228882833787466,35.0,43.77216312056738
122,Florian Müller,de GER,GK,Freiburg,de Bundesliga,22,31,2790,46.0,1.48,72.0,6.0,19.4,3.0,2.0,1.0,0.0,1997,0,0,2.0,3.0,45.3,0.28,1.3,0.04,556,29.7,271,73.1,55.4,1060,33.8,34.0,1.16,17.4,409,1.7,50,0.38198198198198197,51.65995975855131,73.59129600341194,68.92370572207085,52.53849496916492,60.41075650118202
123,Juan Musso,ar ARG,GK,Udinese,it Serie A,26,35,3147,51.0,1.46,74.5,8.0,22.9,13.0,13.0,0.0,0.0,1994,5,0,2.0,2.0,51.0,0.26,0.0,0.0,380,43.4,254,41.3,34.7,760,36.2,32.9,0.51,13.3,484,5.4,60,0.0,55.88531187122737,57.42922893750111,56.66212534059946,64.31915387685717,44.8330378250591
124,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,23,2070,43.0,1.87,64.9,3.0,13.0,5.0,4.0,0.0,1.0,1994,1,0,0.0,3.0,33.6,0.27,-9.4,-0.41,320,28.8,197,69.5,51.4,435,42.1,36.7,0.74,15.1,288,3.5,45,0.2112426035502959,43.933601609657956,68.9708208199314,43.37874659400545,58.487518133025375,51.083037825059094
125,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,29,2520,18.0,0.64,81.5,14.0,48.3,2.0,1.0,1.0,0.0,1986,0,0,0.0,2.0,26.0,0.26,8.0,0.28,139,46.8,170,20.6,26.7,572,18.2,27.2,0.89,16.6,308,0.0,45,0.8045045045045045,86.5492957746479,47.16803795781281,48.97820163487739,61.03480780020247,55.84810874704492
127,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,33,2970,42.0,1.27,66.7,9.0,27.3,3.0,1.0,1.0,1.0,1986,1,0,0.0,5.0,44.2,0.35,2.2,0.07,256,48.0,186,12.9,27.2,1131,20.5,28.8,3.18,23.6,349,1.4,50,0.4387387387387387,61.19718309859156,45.77916585218489,71.82561307901906,58.84813498990272,95.0
130,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,27,38,3420,25.0,0.66,80.3,18.0,47.4,4.0,1.0,2.0,1.0,1993,0,0,0.0,5.0,33.1,0.25,11.1,0.29,539,37.5,293,63.5,45.9,710,49.7,39.1,0.71,15.7,513,2.7,80,1.0,85.46277665995977,68.81316084090062,54.61852861035422,75.98886217957252,52.031619385342786
132,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,26,31,2673,51.0,1.72,74.2,2.0,6.5,11.0,11.0,0.0,0.0,1994,0,1,0.0,4.0,49.2,0.25,0.2,0.01,454,43.8,246,65.0,48.8,737,39.9,35.5,0.54,13.4,442,5.4,45,0.3126126126126126,36.08651911468813,75.51498942654561,55.72207084468665,72.59114598590017,45.36347517730496
133,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,27,34,3060,52.0,1.53,72.4,11.0,32.4,6.0,5.0,1.0,0.0,1992,1,0,0.0,5.0,54.1,0.29,3.1,0.09,938,46.5,250,63.2,49.1,1698,45.9,38.6,1.29,16.8,525,3.2,50,0.4954954954954955,67.35412474849096,76.91303111616585,95.0,77.45166263845809,60.52600472813238
134,David Ospina,co COL,GK,Napoli,it Serie A,31,16,1440,12.0,0.75,78.6,8.0,50.0,3.0,3.0,0.0,0.0,1988,2,0,0.0,0.0,13.9,0.26,1.9,0.12,119,47.9,57,14.0,22.9,488,22.7,28.6,0.69,12.7,192,7.8,60,0.4198198198198198,88.6016096579477,43.01883674230981,45.54495912806539,58.08714823680723,45.48020094562648
135,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,32,34,3058,38.0,1.12,77.2,8.0,23.5,10.0,9.0,1.0,0.0,1988,3,1,0.0,4.0,38.4,0.23,1.4,0.04,526,39.4,286,69.2,51.2,752,43.6,38.4,1.38,16.1,536,7.3,45,0.38828828828828826,56.60965794768612,75.70705311605923,56.335149863760215,83.01072437299257,60.00443262411347
136,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,28,38,3349,57.0,1.53,61.7,9.0,24.3,3.0,3.0,0.0,0.0,1992,1,0,0.0,5.0,51.1,0.35,-5.9,-0.16,601,50.7,299,61.5,44.6,777,53.7,40.3,0.99,14.5,535,3.4,80,0.1698224852071006,57.57545271629779,75.9193751888117,57.35694822888283,78.55903221344417,52.474881796690305
140,Rui Patrício,pt POR,GK,Wolves,eng Premier League,32,37,3329,51.0,1.38,70.3,10.0,27.0,8.0,7.0,1.0,0.0,1988,1,0,1.0,8.0,45.3,0.26,-2.7,-0.07,383,41.8,268,54.5,36.8,540,43.9,35.5,0.32,10.6,558,3.8,100,0.1319526627218935,60.83501006036218,62.21305066372861,47.67029972752044,65.46236875098244,37.106973995271865
141,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,28,34,3060,57.0,1.68,66.2,6.0,17.6,6.0,4.0,2.0,0.0,1992,2,0,0.0,7.0,48.7,0.28,-5.3,-0.16,461,45.8,279,48.0,40.9,865,37.8,33.9,0.88,14.4,567,3.0,50,0.16272189349112426,49.486921529175056,65.62107938087539,60.95367847411444,76.88297687631257,51.09338061465721
147,Mattia Perin,it ITA,GK,Genoa,it Serie A,27,32,2879,44.0,1.38,76.6,8.0,25.0,7.0,7.0,0.0,0.0,1992,1,1,0.0,5.0,47.5,0.27,5.5,0.17,554,33.8,275,49.5,38.4,882,47.4,37.1,0.56,12.6,540,3.5,60,0.6468468468468468,58.420523138833005,56.43905603042312,61.64850136239782,79.11271700093721,43.88593380614657
149,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,31,2742,39.0,1.28,71.1,10.0,32.3,3.0,2.0,0.0,1.0,1994,1,0,1.0,5.0,37.9,0.28,-0.1,0.0,590,39.0,198,70.2,52.4,951,47.4,37.8,1.02,13.3,468,4.3,100,0.10118343195266273,67.23340040241449,76.6258596484993,64.46866485013624,63.706761683998636,50.25856973995272
151,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,32,2880,37.0,1.16,77.2,11.0,34.4,3.0,3.0,0.0,0.0,1992,1,0,0.0,4.0,40.2,0.25,4.2,0.13,699,36.3,251,84.9,58.9,724,67.1,46.3,2.28,18.1,523,6.1,100,0.5648648648648649,69.76861167002014,84.30691450606864,55.19073569482289,81.08683796101785,73.80466903073285
152,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,29,2610,55.0,1.9,62.6,4.0,13.8,7.0,6.0,1.0,0.0,1994,1,0,1.0,4.0,48.0,0.32,-7.0,-0.24,489,37.8,157,46.5,42.0,1244,33.4,34.2,1.59,17.2,298,3.0,60,0.18284023668639054,44.89939637826962,60.64355907806586,76.4441416893733,48.305344093415684,64.56264775413712
153,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,21,1890,33.0,1.57,67.7,3.0,14.3,4.0,3.0,1.0,0.0,1998,0,0,0.0,4.0,33.3,0.33,0.3,0.02,297,32.7,177,67.8,48.1,472,37.5,33.9,0.62,11.5,330,2.1,45,0.3189189189189189,45.503018108651915,68.63268352495871,44.89100817438692,59.64247448822374,42.200059101654844
156,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,37,3285,49.0,1.34,72.2,10.0,27.0,7.0,4.0,2.0,1.0,1995,2,0,0.0,7.0,49.9,0.28,1.9,0.05,640,30.0,340,58.2,46.6,1106,40.0,36.7,0.93,14.5,574,1.9,45,0.4198198198198198,60.83501006036218,62.62980470207738,70.80381471389646,77.01926388096122,51.83658392434988
157,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,38,3420,63.0,1.66,70.9,5.0,13.2,4.0,3.0,0.0,1.0,1998,1,0,0.0,8.0,54.3,0.26,-5.7,-0.15,817,32.2,281,91.8,64.5,866,64.5,45.5,0.89,12.8,578,5.7,100,0.16745562130177516,44.17505030181087,87.85966626979192,60.99455040871935,77.03692175374142,47.819148936170215
160,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,29,2610,41.0,1.41,70.8,9.0,31.0,8.0,8.0,0.0,0.0,1982,1,0,0.0,6.0,37.4,0.26,-1.6,-0.05,295,44.4,145,22.1,25.5,983,26.8,30.8,0.59,13.8,372,2.4,60,0.11893491124260355,65.66398390342053,45.22899081264549,65.77656675749319,59.33139828165952,46.740543735224584
161,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,25,38,3420,38.0,1.0,66.7,14.0,36.8,5.0,3.0,1.0,1.0,1995,0,0,0.0,4.0,35.0,0.3,-2.0,-0.05,520,39.2,217,64.1,49.7,998,38.2,35.1,1.24,17.3,415,2.2,80,0.12366863905325445,72.66599597585514,72.83071810637429,66.38964577656675,68.23076529774531,61.05053191489361
162,Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,38,3420,71.0,1.87,66.8,8.0,21.1,10.0,6.0,3.0,1.0,1990,3,0,1.0,7.0,64.1,0.29,-6.9,-0.18,731,34.7,304,66.1,47.1,1287,41.2,36.1,1.08,16.1,600,2.8,45,0.18165680473372783,53.71227364185112,68.67881577310612,78.2016348773842,71.50722285212385,56.81294326241135
164,Roberto,es ESP,GK,Valladolid,es La Liga,34,13,1170,17.0,1.31,67.4,1.0,7.7,3.0,2.0,0.0,1.0,1986,0,1,0.0,2.0,15.0,0.3,-2.0,-0.15,288,29.9,114,83.3,58.9,299,64.5,46.8,0.77,13.9,201,0.5,80,0.12366863905325445,37.53521126760563,79.56773230501307,37.82016348773842,50.54613180132064,48.866725768321515
165,Joel Robles,es ESP,GK,Betis,es La Liga,30,18,1620,25.0,1.39,65.6,6.0,33.3,5.0,4.0,1.0,0.0,1990,2,0,1.0,4.0,22.8,0.3,-0.2,-0.01,278,34.2,116,56.0,42.7,440,48.4,37.8,1.78,19.0,218,4.1,80,0.10236686390532546,68.44064386317908,61.89808611589929,43.583106267029976,40.837479093666005,70.38711583924349
171,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,11,990,19.0,1.73,55.9,2.0,18.2,4.0,4.0,0.0,0.0,1992,1,0,0.0,3.0,12.6,0.26,-5.4,-0.49,111,37.8,56,37.5,32.7,355,25.4,28.8,0.36,10.6,136,4.4,100,0.163905325443787,50.21126760563381,51.07093988235923,40.10899182561308,43.68546389121754,37.53250591016548
172,Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,27,11,945,24.0,2.29,70.1,1.0,10.0,4.0,4.0,0.0,0.0,1992,0,0,0.0,5.0,21.6,0.27,-0.4,-0.04,117,37.6,95,46.3,38.7,280,26.1,29.9,1.24,14.2,132,6.1,50,0.10473372781065089,40.311871227364186,58.10038562010201,37.043596730245234,39.475795977614496,54.500591016548455
173,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,15,1350,14.0,0.93,74.1,5.0,33.3,0.0,0.0,0.0,0.0,1984,2,0,0.0,4.0,12.9,0.25,-1.1,-0.08,198,38.4,122,60.7,47.9,425,29.2,30.6,2.6,20.8,169,1.8,45,0.11301775147928995,68.44064386317908,69.90569189486965,42.9700272479564,43.31826413554259,82.91371158392435
174,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,27,2430,27.0,1.0,72.5,10.0,37.0,3.0,2.0,0.0,1.0,1997,2,0,0.0,5.0,23.3,0.24,-2.7,-0.1,411,36.7,177,50.8,41.1,925,34.7,33.6,1.07,14.5,340,6.5,100,0.1319526627218935,72.90744466800805,60.69495139765075,63.40599455040872,60.57185927935367,53.325945626477534
175,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,38,3420,50.0,1.32,66.2,11.0,28.9,4.0,4.0,0.0,0.0,1986,0,0,0.0,9.0,42.2,0.29,-5.8,-0.15,425,37.4,210,43.8,37.9,1038,32.1,33.2,0.5,13.6,484,4.1,100,0.1686390532544379,63.1287726358149,56.577310610772486,68.02452316076295,64.43000404925881,45.360520094562645
176,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,26,2340,39.0,1.5,69.4,8.0,30.8,6.0,6.0,0.0,0.0,1992,0,0,1.0,2.0,38.9,0.31,-0.1,0.0,288,43.8,220,50.9,42.9,696,25.3,31.2,0.73,14.5,373,2.7,50,0.10118343195266273,65.42253521126761,66.68069944733709,54.04632152588556,60.36703160719662,49.7089243498818
179,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,36,3240,76.0,2.11,59.1,5.0,13.9,2.0,2.0,0.0,0.0,1991,0,0,0.0,8.0,56.8,0.31,-16.2,-0.45,554,53.8,274,40.1,36.5,1165,38.1,34.4,0.67,13.9,619,2.6,60,0.2917159763313609,45.02012072434608,65.15925932507596,73.21525885558583,79.55747809542706,47.80289598108747
180,Rui Silva,pt POR,GK,Granada,es La Liga,26,32,2880,55.0,1.72,63.5,8.0,25.0,10.0,5.0,4.0,1.0,1994,1,0,2.0,3.0,48.6,0.29,-5.4,-0.17,713,37.0,265,81.5,55.7,806,61.7,43.9,1.59,18.8,461,2.2,80,0.163905325443787,58.420523138833005,81.37406926945428,58.54223433242507,58.01859843906473,67.94326241134752
181,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,34,3060,42.0,1.24,72.5,7.0,20.6,7.0,6.0,0.0,1.0,1991,1,0,1.0,6.0,37.9,0.25,-2.1,-0.06,710,28.5,275,89.8,58.2,720,64.3,43.4,0.65,12.7,456,2.0,60,0.12485207100591716,53.10865191146882,80.28786451761947,55.02724795640327,58.97466177428142,45.05466903073286
182,Unai Simón,es ESP,GK,Athletic Club,es La Liga,23,37,3330,40.0,1.08,67.6,9.0,24.3,6.0,5.0,1.0,0.0,1997,1,0,1.0,6.0,36.0,0.28,-3.0,-0.08,489,41.9,263,73.4,52.8,799,37.0,35.2,0.92,15.1,539,4.5,80,0.13550295857988168,57.57545271629779,79.87217670996748,58.25613079019074,68.59861330004247,52.99793144208037
184,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,32,2880,62.0,1.94,59.7,7.0,21.9,9.0,8.0,0.0,1.0,1987,0,0,1.0,6.0,50.4,0.32,-11.6,-0.36,418,40.2,271,50.6,37.9,734,38.3,33.6,0.66,14.6,486,2.3,60,0.23727810650887576,54.678068410462785,60.658273061681456,55.59945504087193,62.14220476589089,49.17553191489361
186,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,28,2520,46.0,1.64,72.1,4.0,14.3,7.0,5.0,2.0,0.0,1991,1,0,1.0,8.0,47.4,0.29,2.4,0.09,257,35.8,231,24.2,23.4,724,27.8,30.2,0.75,12.6,443,5.2,60,0.45135135135135135,45.503018108651915,38.76670872354415,55.19073569482289,54.63392934994407,45.90721040189125
187,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,31,2712,50.0,1.66,66.7,6.0,19.4,6.0,6.0,0.0,0.0,1988,1,1,0.0,5.0,40.2,0.26,-9.8,-0.33,298,40.3,212,25.9,28.6,1026,23.7,28.7,1.0,16.5,397,1.8,50,0.21597633136094677,51.65995975855131,45.98445080233861,67.53405994550408,63.87498624758486,56.80703309692671
188,David Soria,es ESP,GK,Getafe,es La Liga,27,28,2520,31.0,1.11,69.1,10.0,35.7,7.0,6.0,1.0,0.0,1993,2,0,0.0,3.0,28.7,0.27,0.7,0.03,730,39.9,195,85.6,55.6,660,85.3,51.7,1.64,18.5,317,3.8,80,0.3441441441441441,71.33802816901411,84.56117498622787,52.57493188010899,61.554628549359485,67.84131205673759
189,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,15,1261,21.0,1.5,57.4,2.0,15.4,2.0,1.0,1.0,0.0,1992,0,0,0.0,2.0,17.3,0.33,-3.7,-0.26,91,44.0,57,59.6,43.6,318,17.9,28.3,1.93,16.3,143,5.6,60,0.1437869822485207,46.83098591549296,70.17317363566897,38.596730245231605,47.34865990227911,66.278073286052
192,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,30,30,2677,32.0,1.08,71.4,5.0,16.7,6.0,4.0,2.0,0.0,1990,0,0,0.0,4.0,29.8,0.25,-0.2,-0.01,149,51.0,179,10.6,22.0,836,15.6,26.5,1.24,16.2,399,3.0,60,0.10236686390532546,48.400402414486926,43.300605974446015,59.76839237057221,67.03601938226967,58.72635933806146
194,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,28,31,2790,32.0,1.03,72.6,11.0,35.5,3.0,3.0,0.0,0.0,1992,1,0,1.0,4.0,28.6,0.24,-1.4,-0.04,171,45.6,161,26.1,31.6,881,14.6,26.5,1.03,15.8,283,6.0,80,0.11656804733727812,71.09657947686118,51.6712988466938,61.607629427792915,48.34451279777307,55.64716312056737
196,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,33,2970,52.0,1.58,68.0,4.0,12.1,6.0,4.0,1.0,1.0,1990,0,0,1.0,5.0,44.6,0.27,-5.4,-0.16,574,38.7,265,47.5,41.6,1088,41.2,34.4,1.55,15.7,459,3.1,50,0.163905325443787,42.847082494969825,61.28073854246264,70.06811989100817,62.18460557312533,60.96778959810874
201,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,23,21,1781,30.0,1.52,68.8,5.0,26.3,7.0,6.0,1.0,0.0,1997,1,0,1.0,2.0,27.1,0.28,-1.9,-0.1,338,29.6,172,64.5,49.4,505,45.0,37.1,1.57,15.5,319,2.2,80,0.12248520710059173,59.989939637826964,66.43020631563985,46.23978201634877,54.6860629867461,60.75797872340425
205,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,25,31,2790,46.0,1.48,71.1,5.0,16.1,6.0,5.0,0.0,1.0,1994,2,0,1.0,3.0,40.9,0.26,-4.1,-0.13,453,29.1,250,56.0,46.0,824,38.0,35.4,1.19,14.5,470,6.8,50,0.1485207100591716,47.676056338028175,60.886872923071465,59.27792915531335,69.87948471393378,54.60254137115838
