,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_17_18,Distribution_Score_17_18,Ball_Quality_Score_17_18,Positioning_Score_17_18,Sweeper_Score_17_18,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
40,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,32,31,2790.0,44.0,1.42,72.1,7.0,22.6,6.0,5.0,0.0,1.0,1984.0,2,0,0.0,7.0,35.8,0.22,-7.2,-0.23,761.0,37.6,249.0,88.0,57.9,882.0,61.5,44.0,0.48,11.9,483.0,7.7,50,0.2655172413793104,51.29757785467128,80.35263319987679,70.97816196542311,70.81386824385598,45.77204823243755,R. Jarstein,R. Jarstein,Rune Almenning Jarstein,GK,82,Hertha BSC,32,1984-09-29,190,82,de Bundesliga,GK,Norway,,,,34,23,21,59,31,70,18,34,15,37,13,55,78,81,72,87,85,43.0,1984
41,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,27,38,3420.0,59.0,1.55,68.4,11.0,28.9,7.0,5.0,2.0,0.0,1990.0,0,0,0.0,5.0,50.5,0.26,-7.5,-0.2,705.0,41.8,308.0,81.5,58.6,867.0,52.4,41.2,0.55,12.9,547.0,4.9,45,0.27241379310344827,57.83737024221453,81.7724052971974,70.1592356687898,80.67394869425604,49.90555166879295,K. Johnsson,K. Johnsson,Karl-Johan Anton Johnsson,GK,75,En Avant de Guingamp,27,1990-01-28,187,84,fr Ligue 1,GK,Sweden,,,,38,22,21,72,45,69,13,35,16,49,17,44,75,70,77,75,79,49.0,1990
42,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,19,1692.0,32.0,1.7,65.1,2.0,10.5,2.0,2.0,0.0,0.0,1996.0,2,0,0.0,6.0,26.7,0.29,-5.3,-0.28,338.0,39.1,168.0,81.5,54.8,450.0,44.7,38.3,0.64,12.6,283.0,6.7,45,0.22183908045977013,38.73702422145329,75.99476439790575,47.39308462238399,49.430556642694455,49.953701798427915,B. Kamara,B. Kamara,Bingourou Kamara,GK,70,RC Strasbourg Alsace,20,1996-10-21,196,84,fr Ligue 1,GK,France,,,,23,21,19,50,25,71,19,17,11,26,22,25,70,68,65,67,73,39.0,1996
43,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,19,1710.0,14.0,0.74,73.3,10.0,52.6,3.0,2.0,1.0,0.0,1993.0,1,0,0.0,2.0,13.3,0.23,-0.7,-0.04,227.0,29.1,103.0,52.4,45.8,524.0,33.0,32.6,1.74,17.5,199.0,5.0,100,0.11609195402298851,82.43944636678201,48.05281798583307,51.433121019108285,47.41754024906405,78.99316844314582,L. Karius,L. Karius,Loris Karius,GK,80,Liverpool,24,1993-06-22,189,75,eng Premier League,SUB,Germany,,,,36,23,20,74,36,55,16,18,8,45,19,34,84,74,74,76,85,50.0,1993
44,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,15,1292.0,24.0,1.67,62.5,4.0,28.6,3.0,3.0,0.0,0.0,1985.0,0,0,0.0,2.0,19.8,0.31,-4.2,-0.29,321.0,37.7,81.0,92.6,58.0,323.0,76.2,48.2,0.63,13.4,182.0,5.5,100,0.19655172413793107,57.52595155709343,82.33369263935938,40.45950864422202,45.79726842827716,52.494547100703734,O. Karnezis,O. Karnezis,Orestis Spyridon Karnezis,GK,82,Watford,31,1985-07-11,190,81,eng Premier League,SUB,Greece,,,,36,23,22,64,33,66,18,18,10,47,21,22,80,83,70,80,84,39.0,1985
45,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,29,2569.0,60.0,2.1,64.1,2.0,6.9,2.0,0.0,2.0,0.0,1983.0,0,1,1.0,9.0,56.7,0.34,-2.3,-0.08,582.0,37.5,237.0,91.1,60.5,655.0,55.9,42.5,1.16,15.5,406.0,1.7,45,0.15287356321839082,35.0,83.99368647982752,58.58507734303913,45.5330841292781,65.6197785917116,E. Kawashima,E. Kawashima,川島 永嗣,GK,71,FC Metz,34,1983-03-20,185,74,fr Ligue 1,SUB,Japan,,,,33,28,37,71,30,68,19,16,11,29,24,44,73,64,70,69,76,42.0,1983
46,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,34,3060.0,36.0,1.06,73.2,10.0,29.4,5.0,2.0,2.0,1.0,1992.0,0,0,0.0,5.0,40.1,0.29,6.1,0.18,578.0,35.5,269.0,77.0,54.2,704.0,52.7,40.6,1.44,15.5,510.0,4.9,45,0.6416,58.35640138408304,70.82306744687403,61.26023657870792,76.43569790817506,68.86929503271739,T. Koubek,T. Koubek,Tomáš Koubek,GK,68,Stade Rennais FC,24,1992-08-26,197,95,fr Ligue 1,SUB,Czech Republic,,,,32,24,22,53,28,66,17,31,8,39,20,46,69,67,63,70,64,25.0,1992
47,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,38,3420.0,54.0,1.42,69.6,12.0,31.6,6.0,6.0,0.0,0.0,1999.0,3,0,3.0,6.0,52.2,0.3,0.2,0.01,740.0,42.6,331.0,77.6,54.6,931.0,51.9,39.6,2.08,17.7,565.0,4.1,45,0.3112,60.640138408304495,77.01955651370494,73.6533212010919,55.50488639769685,83.6032347010165,A. Lafont,A. Lafont,Alban Lafont,GK,77,Toulouse Football Club,18,1999-01-23,193,82,fr Ligue 1,GK,France,,,,38,10,23,73,40,70,9,20,4,45,16,45,78,77,71,76,79,46.0,1999
48,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,38,3420.0,33.0,0.87,76.1,14.0,36.8,6.0,5.0,0.0,1.0,1991.0,1,0,1.0,4.0,37.9,0.29,4.9,0.13,556.0,44.8,268.0,62.3,45.8,880.0,44.2,37.6,0.63,12.8,494.0,10.3,45,0.5744,66.03806228373702,64.27009547274406,70.86897179253867,72.1392952667139,50.50187250504136,B. Lecomte,B. Lecomte,Benjamin Lecomte,GK,78,Montpellier Hérault SC,26,1991-04-26,186,78,fr Ligue 1,GK,France,,,,21,23,18,60,34,55,10,23,10,41,20,38,78,74,79,76,80,42.0,1991
49,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,33,2970.0,40.0,1.21,68.2,10.0,30.3,5.0,5.0,0.0,0.0,1992.0,1,0,2.0,3.0,35.2,0.28,-4.8,-0.15,536.0,36.2,250.0,57.2,46.1,995.0,39.5,35.0,1.03,14.4,366.0,7.9,50,0.2103448275862069,59.29065743944636,55.80227902679397,77.14740673339399,49.911884475211004,60.457837771101694,B. Leno,B. Leno,Bernd Leno,GK,85,Bayer 04 Leverkusen,25,1992-03-04,190,83,de Bundesliga,GK,Germany,,,,33,22,23,73,43,68,14,28,7,53,23,62,85,84,74,85,83,49.0,1992
50,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,13,1170.0,17.0,1.31,65.9,1.0,7.7,2.0,2.0,0.0,0.0,1990.0,0,0,0.0,2.0,14.3,0.29,-1.7,-0.13,202.0,44.6,102.0,87.3,59.9,232.0,48.7,39.3,0.38,12.1,187.0,2.1,45,0.13908045977011496,35.83044982698962,87.5,35.49135577797998,44.14618337880228,45.27573151158484,A. Letellier,A. Letellier,Alexandre Letellier,GK,76,Angers SCO,26,1990-12-11,193,93,fr Ligue 1,GK,France,,,,21,16,22,57,34,72,14,24,14,12,20,21,75,74,67,76,81,39.0,1990
51,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,36,3240.0,35.0,0.97,71.8,15.0,41.7,3.0,2.0,0.0,1.0,1986.0,1,0,1.0,7.0,33.7,0.27,-1.3,-0.04,386.0,39.9,227.0,46.7,41.5,938.0,29.9,33.4,2.08,15.6,428.0,4.0,100,0.1298850574712644,71.12456747404845,50.15783800431167,74.03548680618744,53.91790966416636,76.6288736161982,H. Lloris,H. Lloris,Hugo Lloris,GK,88,Tottenham Hotspur,30,1986-12-26,188,82,eng Premier League,GK,France,,,,50,34,23,74,41,43,14,31,10,30,40,61,88,86,68,82,90,64.0,1986
52,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,34,3060.0,37.0,1.09,76.6,14.0,41.2,8.0,5.0,2.0,1.0,1990.0,1,0,1.0,3.0,37.6,0.23,3.6,0.1,324.0,36.7,239.0,40.6,39.0,810.0,28.0,31.6,0.88,13.9,513.0,4.1,45,0.5016,70.60553633217992,42.84339390206345,67.04731574158326,72.44070744423934,57.056463228939464,A. Lopes,A. Lopes,Anthony Lopes,GK,83,Olympique Lyonnais,26,1990-10-01,184,81,fr Ligue 1,GK,Portugal,,,,31,21,20,85,33,65,18,35,9,38,16,55,86,81,71,79,85,62.0,1990
53,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,38,3420.0,58.0,1.53,65.8,10.0,26.3,6.0,4.0,2.0,0.0,1989.0,1,0,0.0,6.0,51.7,0.3,-5.3,-0.14,891.0,40.4,304.0,81.6,57.9,1083.0,59.4,45.2,1.45,14.4,493.0,6.3,100,0.22183908045977013,55.13840830449827,80.03849707422233,81.95177434030937,73.22386746111597,65.3321124326104,J. Lössl,J. Lössl,Jonas Bybjerg Lössl,GK,75,Huddersfield Town,28,1989-02-01,195,88,eng Premier League,GK,Denmark,,,,34,19,22,51,25,67,15,17,10,49,12,30,74,77,67,71,77,32.0,1989
54,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,34,3032.0,53.0,1.57,68.8,5.0,14.7,5.0,3.0,2.0,0.0,1995.0,0,1,1.0,2.0,46.6,0.27,-4.4,-0.13,348.0,40.2,286.0,51.4,44.8,868.0,23.2,29.5,1.51,16.1,439.0,7.3,45,0.20114942528735635,43.09688581314879,55.41499846011703,70.21383075523204,68.2374317727534,71.67434873863122,M. Maignan,M. Maignan,Mike Maignan,GK,72,LOSC Lille,21,1995-07-03,191,89,fr Ligue 1,GK,France,,,,19,24,19,70,24,72,20,17,14,42,15,27,72,68,68,72,73,43.0,1995
55,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,31,2706.0,37.0,1.23,70.2,11.0,35.5,5.0,3.0,1.0,1.0,1985.0,0,0,2.0,5.0,32.8,0.26,-3.2,-0.11,363.0,36.6,186.0,52.2,41.7,702.0,37.9,34.4,0.47,11.8,331.0,7.6,45,0.17356321839080463,64.68858131487889,49.9183862026486,61.15104640582348,41.34607417702526,45.323881641219806,S. Mandanda,S. Mandanda,Steve Mandanda,GK,82,Olympique de Marseille,32,1985-03-28,185,82,fr Ligue 1,GK,France,,,,28,17,24,74,31,61,11,37,11,55,11,63,86,78,77,77,85,48.0,1985
56,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,24,2160.0,38.0,1.58,63.2,6.0,25.0,4.0,3.0,0.0,1.0,1992.0,2,0,0.0,4.0,36.8,0.36,-0.2,-0.01,409.0,33.0,199.0,74.9,55.8,506.0,51.4,40.6,0.75,14.8,332.0,6.0,50,0.10459770114942529,53.78892733564014,69.57499230058517,50.45040946314832,58.945964211599446,58.536771060537475,C. Mathenia,C. Mathenia,Christian Mathenia,GK,75,Hamburger SV,25,1992-03-31,189,90,de Bundesliga,GK,Germany,,,,25,23,20,68,45,69,15,30,15,35,23,54,74,69,66,76,79,45.0,1992
57,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,27,18,1620.0,26.0,1.44,63.2,4.0,22.2,1.0,1.0,0.0,0.0,1989.0,2,0,0.0,4.0,20.5,0.3,-5.5,-0.3,340.0,29.1,158.0,92.4,59.5,304.0,63.8,44.2,0.56,10.9,311.0,6.1,100,0.22643678160919542,50.88235294117647,76.94487218971358,39.422202001819834,56.60587704109005,43.379357175192396,A. McCarthy,A. McCarthy,Alex McCarthy,GK,75,Southampton,27,1989-12-03,193,79,eng Premier League,RES,England,,,,35,17,20,68,35,63,14,35,16,50,41,63,76,73,61,74,78,57.0,1989
58,Alex Meret,it ITA,GK,SPAL,it Serie A,20,13,1158.0,16.0,1.24,78.3,4.0,30.8,5.0,3.0,2.0,0.0,1997.0,0,0,0.0,2.0,19.6,0.26,5.6,0.43,247.0,37.7,131.0,79.4,50.3,264.0,54.2,40.3,0.0,10.7,211.0,1.4,60,0.6135999999999999,59.80968858131488,69.73975977825685,37.23839854413103,46.43747339161247,36.216099427959996,A. Meret,A. Meret,Alex Meret,GK,74,SPAL,20,1997-03-22,190,83,it Serie A,GK,Italy,,,,22,22,21,68,29,65,17,22,20,21,21,25,76,70,65,74,77,45.0,1997
59,Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,29,19,1710.0,24.0,1.26,62.7,7.0,36.8,3.0,2.0,1.0,0.0,1988.0,3,0,0.0,3.0,23.0,0.34,-1.0,-0.05,208.0,30.8,101.0,40.6,39.7,499.0,33.5,32.0,1.79,17.4,194.0,7.7,100,0.12298850574712644,66.03806228373702,38.883584847551596,50.068243858052774,46.4305623700604,79.24132680357216,S. Mignolet,S. Mignolet,Simon Luc Hildebert Mignolet,GK,81,Liverpool,29,1988-03-06,193,87,eng Premier League,GK,Belgium,,,,34,24,45,69,31,72,16,34,16,40,41,66,80,76,65,78,84,56.0,1988
60,Antonio Mirante,it ITA,GK,Bologna,it Serie A,34,33,2970.0,46.0,1.39,69.4,7.0,21.2,3.0,2.0,0.0,1.0,1983.0,5,0,1.0,4.0,41.8,0.28,-1.2,-0.04,683.0,48.9,318.0,73.3,49.3,942.0,47.8,38.5,1.12,14.1,632.0,2.7,60,0.12758620689655173,49.844290657439444,75.17785648290729,74.25386715195631,82.97592979013024,60.505987900736656,A. Mirante,A. Mirante,Antonio Mirante,GK,80,Bologna,33,1983-07-08,193,79,it Serie A,GK,Italy,,,,35,21,23,62,33,55,15,32,10,43,21,65,82,80,64,78,82,43.0,1983
61,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,30,27,2430.0,31.0,1.15,73.9,7.0,25.9,4.0,2.0,2.0,0.0,1986.0,1,0,0.0,6.0,33.1,0.28,3.1,0.11,199.0,37.2,163.0,55.2,46.4,537.0,20.3,30.3,1.15,16.0,309.0,3.9,80,0.4736,54.72318339100346,56.091007083461655,52.14285714285714,50.577404395944264,67.16428659615622,K. Navas,K. Navas,Keylor Navas Gamboa,GK,85,Real Madrid CF,30,1986-12-15,185,78,es La Liga,GK,Costa Rica,,,,37,19,21,74,39,75,13,32,16,54,25,49,87,82,72,80,85,53.0,1986
62,Neto,br BRA,GK,Valencia,es La Liga,28,33,2970.0,33.0,1.0,79.0,10.0,30.3,5.0,3.0,2.0,0.0,1989.0,2,0,1.0,4.0,43.7,0.28,10.7,0.33,488.0,34.8,277.0,79.1,56.6,541.0,49.7,39.7,0.21,9.6,541.0,3.9,80,0.8992,59.29065743944636,73.40776101016321,52.361237488626024,73.33700202939669,35.0,Neto,Neto,Norberto Murara Neto,GK,80,Valencia CF,27,1989-07-19,190,84,es La Liga,GK,Brazil,,,,36,24,28,79,39,63,19,40,11,40,22,52,84,80,74,74,83,51.0,1989
63,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,24,37,3330.0,22.0,0.59,83.3,22.0,59.5,4.0,1.0,3.0,0.0,1993.0,1,0,1.0,2.0,32.7,0.23,11.7,0.32,566.0,33.7,275.0,79.3,53.8,632.0,55.1,42.4,0.35,11.9,534.0,4.7,80,0.9552,89.60207612456747,69.92762550046194,57.32939035486806,77.41885754322732,44.263344170542,J. Oblak,J. Oblak,Jan Oblak,GK,88,Atlético de Madrid,24,1993-01-07,189,82,es La Liga,GK,Slovenia,,,,26,16,22,76,41,78,12,34,11,55,11,55,84,90,77,87,84,52.0,1993
64,Alexandre Oukidja,dz ALG,GK,Strasbourg,fr Ligue 1,29,17,1457.0,29.0,1.79,64.8,2.0,12.5,5.0,4.0,1.0,0.0,1988.0,1,0,0.0,1.0,27.7,0.33,-1.3,-0.08,341.0,41.1,130.0,90.8,60.2,358.0,62.3,43.5,0.74,13.1,232.0,5.2,45,0.1298850574712644,40.813148788927336,86.41438250692946,42.370336669699725,53.50863209501321,52.7748055475534,A. Oukidja,A. Oukidja,Alexandre Oukidja,GK,68,RC Strasbourg Alsace,28,1988-07-19,185,78,fr Ligue 1,SUB,France,,,,27,12,26,56,44,44,19,24,11,13,24,34,72,66,65,71,70,46.0,1988
65,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,25,34,3060.0,40.0,1.18,76.5,8.0,23.5,4.0,2.0,1.0,1.0,1992.0,1,0,0.0,6.0,42.0,0.25,4.0,0.12,576.0,40.6,256.0,65.2,49.6,915.0,44.7,38.6,0.5,10.7,482.0,5.6,50,0.524,52.231833910034595,65.76763165999384,72.77979981801639,71.50600132493065,42.0188073583275,J. Pavlenka,J. Pavlenka,Jiří Pavlenka,GK,74,SV Werder Bremen,25,1992-04-14,196,81,de Bundesliga,GK,Czech Republic,,,,17,19,21,36,20,52,17,22,14,25,18,39,73,72,67,74,77,31.0,1992
66,Mattia Perin,it ITA,GK,Genoa,it Serie A,24,37,3330.0,42.0,1.14,77.2,12.0,32.4,4.0,4.0,0.0,0.0,1992.0,1,0,1.0,2.0,42.2,0.23,2.2,0.06,769.0,42.9,347.0,84.1,56.0,919.0,51.9,40.8,0.68,13.1,541.0,4.4,60,0.4232,61.470588235294116,81.15491222667077,72.99818016378526,78.0244692163627,52.0784805959093,M. Perin,M. Perin,Mattia Perin,GK,83,Genoa,24,1992-11-10,188,77,it Serie A,GK,Italy,,,,31,23,23,75,30,52,17,25,12,44,21,58,80,85,71,78,90,56.0,1992
67,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,23,38,3420.0,58.0,1.53,69.1,10.0,26.3,5.0,3.0,1.0,1.0,1994.0,0,0,0.0,6.0,56.1,0.3,-1.9,-0.05,945.0,34.1,340.0,92.6,67.2,984.0,64.0,47.8,1.34,14.9,591.0,4.6,100,0.14367816091954025,55.13840830449827,88.36079457961196,76.54686078252958,83.33759385720916,65.71607885098152,J. Pickford,J. Pickford,Jordan Pickford,GK,77,Everton,23,1994-03-07,185,77,eng Premier League,GK,England,,,,53,38,31,59,44,50,13,23,18,66,41,51,77,76,85,73,82,44.0,1994
68,Nick Pope,eng ENG,GK,Burnley,eng Premier League,25,35,3115.0,35.0,1.01,78.4,12.0,35.3,5.0,3.0,1.0,1.0,1992.0,3,0,0.0,3.0,42.5,0.27,8.5,0.25,997.0,35.2,297.0,94.6,66.7,920.0,77.8,52.1,1.1,12.5,600.0,9.5,100,0.7759999999999999,64.48096885813149,89.52879581151832,73.05277525022748,94.11409103839054,54.960080661755626,N. Pope,N. Pope,Nick Pope,GK,68,Burnley,25,1992-04-19,192,76,eng Premier League,SUB,England,,,,35,24,17,59,32,52,15,36,13,39,22,37,72,67,66,67,69,47.0,1992
69,Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,14,1179.0,26.0,1.98,67.7,2.0,14.3,6.0,5.0,0.0,1.0,1981.0,0,1,0.0,3.0,24.8,0.31,-1.2,-0.09,194.0,43.3,120.0,64.2,44.0,359.0,32.6,32.9,1.15,14.1,206.0,8.7,60,0.12758620689655173,42.68166089965398,62.10578995996304,42.424931756141945,48.459195381452126,60.85415037655871,C. Puggioni,C. Puggioni,Christian Puggioni,GK,71,U.C. Sampdoria,36,1981-01-17,187,81,it Serie A,GK,Italy,,,,23,20,19,74,34,66,15,29,11,36,21,55,73,71,59,68,74,39.0,1981
70,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,38,3420.0,73.0,1.92,69.2,5.0,13.2,14.0,11.0,3.0,0.0,1990.0,3,0,2.0,6.0,67.2,0.27,-2.8,-0.07,727.0,43.1,323.0,55.7,44.8,1322.0,41.4,36.2,2.18,16.8,643.0,7.5,45,0.16436781609195403,41.53979238754325,59.38096704650446,95.0,74.83921374720552,81.77476439359646,B. Reynet,B. Reynet,Baptiste Reynet,GK,78,Dijon FCO,26,1990-10-28,185,85,fr Ligue 1,GK,France,,,,32,21,18,62,34,68,15,36,12,16,19,39,77,76,74,77,81,43.0,1990
71,Roberto,es ESP,GK,Málaga,es La Liga,31,34,3060.0,51.0,1.5,68.7,6.0,17.6,5.0,4.0,1.0,0.0,1986.0,0,0,1.0,3.0,56.3,0.35,5.3,0.16,733.0,37.9,279.0,92.1,60.6,717.0,66.4,46.6,0.59,11.8,480.0,5.8,80,0.5968,46.10726643598616,84.79673544810592,61.96997270245678,69.77255675342354,46.71653154450801,Roberto,Roberto,Roberto Jiménez Gago,GK,79,Málaga CF,31,1986-02-10,192,86,es La Liga,GK,Spain,,,,38,31,36,74,32,80,11,29,17,45,19,54,80,72,74,78,82,47.0,1986
72,Rubén,es ESP,GK,La Coruña,es La Liga,33,28,2477.0,58.0,2.11,58.2,4.0,14.8,3.0,2.0,1.0,0.0,1984.0,3,0,3.0,9.0,47.3,0.34,-8.7,-0.32,421.0,39.7,234.0,73.5,53.8,474.0,52.5,39.7,0.44,11.3,443.0,5.2,80,0.30000000000000004,43.200692041522494,72.36218047428395,48.70336669699727,35.70893335446096,43.31515700234578,Rubén,Rubén,Rubén Iván Martínez Andrade,GK,72,Deportivo de La Coruña,33,1984-06-22,187,81,es La Liga,SUB,Spain,,,,32,20,31,73,33,60,20,33,14,45,25,51,77,72,71,68,70,40.0,1984
73,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,35,3112.0,44.0,1.27,74.0,12.0,34.3,6.0,5.0,1.0,0.0,1986.0,1,1,2.0,4.0,48.6,0.29,5.6,0.16,519.0,37.6,276.0,65.2,45.3,865.0,39.2,34.5,0.61,12.9,532.0,5.3,45,0.6135999999999999,63.44290657439446,59.27317523868186,70.05004549590537,65.0459525659554,50.601876620437054,S. Ruffier,S. Ruffier,Stéphane Ruffier,GK,85,AS Saint-Étienne,30,1986-09-27,188,93,fr Ligue 1,GK,France,,,,34,15,21,72,37,76,11,31,12,49,25,57,82,84,77,85,87,48.0,1986
74,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,26,2340.0,45.0,1.73,61.3,6.0,23.1,5.0,4.0,1.0,0.0,1992.0,3,0,2.0,5.0,39.1,0.33,-4.9,-0.19,361.0,39.6,151.0,53.6,43.4,959.0,29.2,31.9,1.31,15.4,305.0,5.9,80,0.21264367816091956,51.8166089965398,54.46027101940252,75.18198362147407,37.25593307382003,67.02847853821146,G. Rulli,G. Rulli,Gerónimo Rulli,GK,83,Real Sociedad,25,1992-05-20,189,84,es La Liga,GK,Argentina,,,,23,15,24,68,42,73,17,26,12,58,24,30,85,79,75,82,86,51.0,1992
75,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,25,38,3420.0,54.0,1.42,69.2,10.0,26.3,3.0,1.0,2.0,0.0,1992.0,0,0,1.0,15.0,48.8,0.28,-0.2,-0.01,875.0,39.4,352.0,93.2,57.9,823.0,66.5,44.5,0.45,10.2,623.0,6.1,100,0.10459770114942529,55.13840830449827,83.80813058207575,67.75705186533212,60.18643530653819,39.777974402238776,M. Ryan,M. Ryan,Mathew David Ryan,GK,77,Brighton & Hove Albion,25,1992-04-08,184,82,eng Premier League,GK,Australia,,,,45,24,35,78,34,68,18,36,10,68,25,56,76,74,90,74,78,52.0,1992
76,Mamadou Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,21,1890.0,31.0,1.48,71.3,5.0,23.8,3.0,2.0,1.0,0.0,1990.0,1,0,0.0,3.0,28.9,0.26,-1.1,-0.05,414.0,31.4,184.0,92.4,59.6,475.0,51.4,41.3,1.0,13.8,365.0,5.8,45,0.1252873563218391,52.54325259515571,78.84739759778256,48.75796178343949,64.77542998199698,58.11700069961727,M. Samassa,M. Samassa,Mamadou Samassa,GK,74,ESTAC Troyes,27,1990-02-16,198,85,fr Ligue 1,GK,Mali,,,,22,19,24,47,32,81,10,43,11,26,18,17,78,71,67,71,78,52.0,1990
77,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,33,2965.0,47.0,1.43,66.7,8.0,24.2,3.0,1.0,2.0,0.0,1986.0,3,0,3.0,11.0,39.5,0.27,-6.5,-0.2,792.0,38.4,273.0,94.5,63.9,866.0,61.7,43.8,1.64,16.3,500.0,5.6,100,0.24942528735632186,52.95847750865052,89.30782260548196,70.1046405823476,38.13932199442154,73.84727766574757,K. Schmeichel,K. Schmeichel,Kasper Peter Schmeichel,GK,83,Leicester City,30,1986-11-05,189,89,eng Premier League,GK,Denmark,,,,46,40,36,60,35,62,14,33,14,59,26,52,83,82,82,80,86,61.0,1986
78,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,33,2906.0,53.0,1.64,67.5,9.0,27.3,5.0,4.0,0.0,1.0,1992.0,0,0,1.0,7.0,41.4,0.25,-7.6,-0.24,779.0,40.2,307.0,87.3,63.1,1041.0,49.1,40.8,0.68,14.2,529.0,5.3,50,0.27471264367816095,56.1764705882353,87.12426855558977,79.65878070973612,66.33747358252468,55.73171735462364,A. Schwolow,A. Schwolow,Alexander Schwolow,GK,75,Sport-Club Freiburg,25,1992-06-02,189,83,de Bundesliga,GK,Germany,,,,23,22,21,73,31,68,15,26,10,34,22,28,75,74,71,69,77,37.0,1992
79,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,37,3330.0,45.0,1.22,74.7,10.0,27.0,8.0,5.0,3.0,0.0,1987.0,2,0,3.0,5.0,47.0,0.25,2.0,0.05,541.0,43.8,319.0,59.6,44.3,987.0,35.6,34.1,1.32,13.8,621.0,5.2,60,0.412,55.86505190311419,60.98090545118569,76.71064604185624,64.81922524011985,61.83073377505247,S. Sirigu,S. Sirigu,Salvatore Sirigu,GK,79,Torino F.C.,30,1987-01-12,192,80,it Serie A,GK,Italy,,,,28,18,20,68,34,66,14,34,10,46,19,55,79,76,73,77,80,51.0,1987
80,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,30,2625.0,42.0,1.44,74.8,6.0,20.0,4.0,4.0,0.0,0.0,1988.0,1,0,0.0,6.0,39.3,0.24,-1.7,-0.06,482.0,36.9,246.0,57.7,44.7,1009.0,33.7,33.3,0.75,11.6,524.0,8.0,50,0.13908045977011496,48.59861591695502,55.20095472744072,77.91173794358508,77.88674515703485,47.90917321700481,Y. Sommer,Y. Sommer,Yann Sommer,GK,83,Borussia Mönchengladbach,28,1988-12-17,183,79,de Bundesliga,GK,Switzerland,,,,31,25,23,69,45,68,12,38,15,58,24,57,81,82,83,80,83,51.0,1988
