,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1671,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,31,27,2380,26.4,27,7,21,6,6,5,0,1.02,0.26,1.29,0.79,1.06,22.1,17.4,4.8,22.2,0.83,0.18,1.02,0.66,0.84,Matches,42fd9c7f
1672,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,8,5,428,4.8,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.6,0.0,0.0,0.0,0.12,0.01,0.13,0.00,0.01,Matches,cfbf9881
1673,Jean-Manuel Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,21,15,1160,12.9,0,1,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.4,0.8,0.02,0.03,0.06,0.02,0.06,Matches,1a5d7cb9
1674,Nathanael Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,32,28,2210,24.6,4,1,4,0,0,3,0,0.16,0.04,0.20,0.16,0.20,2.6,2.6,2.4,5.0,0.11,0.10,0.20,0.11,0.20,Matches,46750e9c
1675,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,18,17,1466,16.3,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.2,1.5,0.02,0.07,0.09,0.02,0.09,Matches,cee31595
1676,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,23,12,1324,14.7,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,3.9,3.9,1.1,5.0,0.26,0.07,0.34,0.26,0.34,Matches,78b8ac63
1677,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30,30,2700,30.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,36c2ca73
1678,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,16,10,821,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.03,0.04,0.00,0.04,Matches,64b08de7
1679,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37,37,3330,37.0,3,5,3,0,0,12,0,0.08,0.14,0.22,0.08,0.22,2.5,2.5,3.6,6.1,0.07,0.10,0.17,0.07,0.17,Matches,90f91999
1680,David McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,35,28,2397,26.6,8,1,8,0,0,7,0,0.30,0.04,0.34,0.30,0.34,6.9,6.9,1.1,8.0,0.26,0.04,0.30,0.26,0.30,Matches,dbe56a33
1681,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,34,18,1702,18.9,5,2,5,0,0,5,0,0.26,0.11,0.37,0.26,0.37,4.9,4.9,3.3,8.3,0.26,0.18,0.44,0.26,0.44,Matches,01c3aff5
1682,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,36,34,3069,34.1,2,5,2,0,0,1,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.2,7.2,0.03,0.18,0.21,0.03,0.21,Matches,fc15fb84
1683,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,32,24,2129,23.7,4,1,4,0,0,3,0,0.17,0.04,0.21,0.17,0.21,2.1,2.1,1.7,3.8,0.09,0.07,0.16,0.09,0.16,Matches,d93c2511
1684,Gary Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,11,6,511,5.7,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches,563a68ad
1685,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,24,23,2007,22.3,2,0,2,0,0,11,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.5,1.7,0.05,0.02,0.08,0.05,0.08,Matches,6f5ec8bb
1686,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,16,7,639,7.1,0,1,0,0,0,5,1,0.00,0.14,0.14,0.00,0.14,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches,d686dbc0
1687,Ben Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,30,30,2693,29.9,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,2.3,2.3,0.3,2.6,0.08,0.01,0.09,0.08,0.09,Matches,8df7a2fb
1688,Joshua Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.41,0.00,2.41,2.41,2.41,Matches,4b6dd263
1689,Admir Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,18,8,820,9.1,0,2,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.6,0.6,2.4,3.0,0.07,0.27,0.33,0.07,0.33,Matches,b500b384
1690,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,26,1994,14,11,920,10.2,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.3,1.0,0.07,0.03,0.10,0.07,0.10,Matches,5cec2c74
1691,Soualiho Meïté,fr FRA,MF,Milan,it Serie A,26,1994,16,4,588,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13,Matches,5cec2c74
1692,Hannibal Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ca22ccb0
1693,Farid El Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,17,4,414,4.6,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.2,1.2,0.1,1.3,0.26,0.02,0.28,0.26,0.28,Matches,d21e361a
1694,Filippo Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,14,3,389,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.8,0.08,0.11,0.19,0.08,0.19,Matches,6604165d
1695,Gonzalo Melero,es ESP,MFFW,Levante,es La Liga,26,1994,29,21,1853,20.6,7,1,7,0,0,4,0,0.34,0.05,0.39,0.34,0.39,3.7,3.7,1.5,5.2,0.18,0.07,0.25,0.18,0.25,Matches,3902e91b
1696,Birger Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,26,26,2328,25.9,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,0.6,0.6,1.9,2.5,0.02,0.07,0.10,0.02,0.10,Matches,70c52749
1697,Arthur Melo,br BRA,MF,Juventus,it Serie A,23,1996,22,13,1157,12.9,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.1,0.1,1.0,1.2,0.01,0.08,0.09,0.01,0.09,Matches,48b3dd60
1698,Memphis,nl NED,FW,Lyon,fr Ligue 1,26,1994,37,33,2923,32.5,20,12,12,8,8,4,0,0.62,0.37,0.99,0.37,0.74,16.6,10.3,14.0,24.3,0.51,0.43,0.94,0.32,0.75,Matches,8f696594
1699,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,17,15,1297,14.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,1545cf15
1700,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,22,19,1626,18.1,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.6,1.9,0.07,0.03,0.10,0.07,0.10,Matches,6690ef25
1701,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,32,23,2243,24.9,0,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,1.0,1.0,1.3,2.4,0.04,0.05,0.10,0.04,0.10,Matches,c6e5d20f
1702,Brais Méndez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,34,30,2671,29.7,9,0,8,1,1,8,0,0.30,0.00,0.30,0.27,0.27,8.2,7.4,2.3,9.8,0.28,0.08,0.36,0.25,0.33,Matches,c9e39d91
1703,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,30,1990,33,26,2090,23.2,5,1,5,0,0,12,1,0.22,0.04,0.26,0.22,0.26,5.5,5.5,1.6,7.0,0.24,0.07,0.30,0.24,0.30,Matches,aed746df
1704,Eñaut Mendía,es ESP,FW,Eibar,es La Liga,21,1999,1,1,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches,aa7da569
1705,Batista Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,2,0,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e472a6f6
1706,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,13,11,953,10.6,2,1,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,0.3,0.3,0.2,0.6,0.03,0.02,0.06,0.03,0.06,Matches,5271c8f1
1707,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,31,31,2745,30.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,33887998
1708,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,33887998
1709,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,26,24,2208,24.5,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.9,1.7,0.03,0.04,0.07,0.03,0.07,Matches,3cefcaef
1710,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,23,15,1459,16.2,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,1598599e
1711,Hamza Mendyl,ma MAR,FWDF,Schalke 04,de Bundesliga,22,1997,3,1,95,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches,f99fe221
1712,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,33340bd6
1713,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,16,14,1300,14.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.00,0.01,0.02,0.00,0.02,Matches,9f979eb2
1714,Alex Meret,it ITA,GK,Napoli,it Serie A,23,1997,22,22,1980,22.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9413b19f
1715,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,26,25,2154,23.9,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,3.6,3.6,3.4,7.0,0.15,0.14,0.29,0.15,0.29,Matches,d080ed5e
1716,Martín Merquelanz,es ESP,MFFW,Real Sociedad,es La Liga,25,1995,13,4,549,6.1,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,1.2,1.2,2.1,3.3,0.20,0.34,0.54,0.20,0.54,Matches,ddd5348b
1717,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,6,4,418,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,c730da00
1718,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,29,18,1459,16.2,9,8,9,0,0,2,0,0.56,0.49,1.05,0.56,1.05,5.0,5.0,4.2,9.2,0.31,0.26,0.57,0.31,0.57,Matches,89b2c8a9
1719,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,25,21,1761,19.6,1,0,0,1,1,4,1,0.05,0.00,0.05,0.00,0.00,1.7,0.9,0.8,1.7,0.08,0.04,0.13,0.04,0.09,Matches,7c4243d4
1720,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6b625ac2
1721,Lionel Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,35,33,3023,33.6,30,9,27,3,5,4,0,0.89,0.27,1.16,0.80,1.07,22.1,17.8,9.5,27.2,0.66,0.28,0.94,0.53,0.81,Matches,d70ce98e
1722,Junior Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,36,36,3215,35.7,9,4,9,0,0,6,0,0.25,0.11,0.36,0.25,0.36,7.6,7.6,2.6,10.2,0.21,0.07,0.29,0.21,0.29,Matches,f49c4ae9
1723,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,21,17,1472,16.4,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,1.5,2.4,0.06,0.09,0.15,0.06,0.15,Matches,e162b013
1724,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,9,8,712,7.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches,ce492295
1725,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.21,0.12,0.33,0.21,0.33,Matches,eba42d2b
1726,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,20,9,789,8.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,bdc14559
1727,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,22,10,946,10.5,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,0.5,0.5,0.6,1.1,0.05,0.06,0.11,0.05,0.11,Matches,418f8f61
1728,Jonas Michel Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d699d8ef
1729,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,2,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f95d2f9d
1730,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,26,13,1154,12.8,0,4,0,0,0,3,2,0.00,0.31,0.31,0.00,0.31,0.4,0.4,3.7,4.1,0.03,0.29,0.32,0.03,0.32,Matches,cb9ec45d
1731,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fe6c1add
1732,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,259deea9
1733,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,21,18,1538,17.1,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.05,0.00,0.05,0.05,0.05,Matches,b66d1d8a
1734,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,16,4,698,7.8,3,0,3,0,0,2,0,0.39,0.00,0.39,0.39,0.39,2.7,2.7,0.3,3.0,0.35,0.04,0.38,0.35,0.38,Matches,81a4c239
1735,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,34,34,3034,33.7,3,1,3,0,0,7,1,0.09,0.03,0.12,0.09,0.12,3.9,3.9,0.6,4.5,0.12,0.02,0.13,0.12,0.13,Matches,bee704fc
1736,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,15,14,1220,13.6,9,1,6,3,3,2,0,0.66,0.07,0.74,0.44,0.52,7.4,5.1,0.9,5.9,0.55,0.06,0.61,0.37,0.44,Matches,85613cf0
1737,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,32,32,2746,30.5,8,9,8,0,0,4,0,0.26,0.29,0.56,0.26,0.56,6.9,6.9,6.4,13.4,0.23,0.21,0.44,0.23,0.44,Matches,4e6dbac4
1738,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5,5,450,5.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9fa26bc2
1739,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,14,13,1133,12.6,1,0,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,Matches,2784f898
1740,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,31,27,2359,26.2,1,1,0,1,2,8,1,0.04,0.04,0.08,0.00,0.04,2.4,0.8,1.7,2.5,0.09,0.07,0.16,0.03,0.10,Matches,2ce2508a
1741,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,16,14,1253,13.9,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.6,0.6,2.3,2.9,0.04,0.17,0.21,0.04,0.21,Matches,19c36442
1742,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,32,22,1981,22.0,4,3,4,0,0,6,0,0.18,0.14,0.32,0.18,0.32,5.0,5.0,2.1,7.1,0.23,0.10,0.32,0.23,0.32,Matches,335039a2
1743,Álex Millán,es ESP,FW,Villarreal,es La Liga,20,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,29ad0dd4
1744,Vincenzo Millico,it ITA,FWMF,Torino,it Serie A,19,2000,3,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.31,0.31,0.00,0.31,Matches,6817095b
1745,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.41,0.19,0.60,0.41,0.60,Matches,f76022e7
1746,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,26,11,1070,11.9,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.8,1.2,0.03,0.07,0.10,0.03,0.10,Matches,2f90f6b8
1747,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,34,29,2412,26.8,12,3,11,1,1,4,0,0.45,0.11,0.56,0.41,0.52,9.2,8.4,1.9,10.3,0.34,0.07,0.41,0.31,0.38,Matches,0b90bb97
1748,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,24,23,1937,21.5,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.0,1.6,0.07,0.00,0.08,0.07,0.08,Matches,6d5701f2
1749,Takumi Minamino,jp JPN,MF,Southampton,eng Premier League,25,1995,10,9,711,7.9,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.5,1.5,0.5,2.0,0.18,0.06,0.25,0.18,0.25,Matches,f833a830
1750,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.1,1.1,0.0,1.1,0.34,0.00,0.34,0.34,0.34,Matches,f833a830
1751,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,36,36,3194,35.5,2,2,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.4,2.4,0.05,0.01,0.07,0.05,0.07,Matches,8397a50c
1752,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,27,23,1901,21.1,2,2,2,0,0,4,0,0.09,0.09,0.19,0.09,0.19,1.0,1.0,0.9,1.9,0.05,0.04,0.09,0.05,0.09,Matches,056269d7
1753,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,38,32,2877,32.0,13,1,11,2,3,2,0,0.41,0.03,0.44,0.34,0.38,15.3,13.0,1.0,14.0,0.48,0.03,0.51,0.41,0.44,Matches,bbf5c11b
1754,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,26,19,1732,19.2,0,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,1.7,2.2,0.03,0.09,0.11,0.03,0.11,Matches,7f4c7c9f
1755,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,24,1995,25,4,675,7.5,4,2,4,0,0,0,0,0.53,0.27,0.80,0.53,0.80,1.2,1.2,1.7,2.9,0.16,0.22,0.39,0.16,0.39,Matches,a9aa0d1d
1756,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,22,18,1652,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.7,0.7,1.5,2.2,0.04,0.08,0.12,0.04,0.12,Matches,ead61f73
1757,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,13,13,1153,12.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,30223b33
1758,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.8,0.8,0.2,1.1,0.04,0.01,0.06,0.04,0.06,Matches,5cbd1eb0
1759,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,27,13,1402,15.6,3,3,2,1,2,3,0,0.19,0.19,0.39,0.13,0.32,6.2,4.6,2.7,7.3,0.40,0.18,0.57,0.29,0.47,Matches,3925dbd6
1760,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,32,31,2784,30.9,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Matches,e6777e6b
1761,Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,de Bundesliga,23,1997,27,22,1797,20.0,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,2.0,2.5,0.03,0.10,0.13,0.03,0.13,Matches,88d4144a
1762,Henrikh Mkhitaryan,am ARM,MFFW,Roma,it Serie A,31,1989,34,30,2745,30.5,13,10,12,1,1,2,0,0.43,0.33,0.75,0.39,0.72,11.8,11.0,7.6,18.6,0.39,0.25,0.64,0.36,0.61,Matches,dd0daf32
1763,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.9,0.11,0.02,0.13,0.11,0.13,Matches,f230bc30
1764,Anthony Modeste,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,32,1988,7,3,293,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.23,0.06,0.29,0.23,0.29,Matches,34e4343c
1765,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,32,1988,8,1,221,2.5,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.0,0.0,1.0,0.74,0.01,0.75,0.42,0.43,Matches,34e4343c
1766,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,35,32,2733,30.4,5,3,5,0,0,4,0,0.16,0.10,0.26,0.16,0.26,2.3,2.3,4.6,6.9,0.08,0.15,0.23,0.08,0.23,Matches,6025fab1
1767,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,32,26,2073,23.0,14,2,13,1,1,2,0,0.61,0.09,0.69,0.56,0.65,10.3,9.5,3.2,12.7,0.45,0.14,0.59,0.41,0.55,Matches,065dc209
1768,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,27,17,1555,17.3,5,1,5,0,0,4,1,0.29,0.06,0.35,0.29,0.35,1.7,1.7,0.8,2.4,0.10,0.04,0.14,0.10,0.14,Matches,a5ce09f2
1769,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,18,12,1222,13.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,00844823
1770,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,6,0,94,1.0,1,0,1,0,0,0,0,0.96,0.00,0.96,0.96,0.96,0.6,0.6,0.1,0.6,0.54,0.06,0.60,0.54,0.60,Matches,cdc4458b
1771,Johan Mojica,co COL,DF,Atalanta,it Serie A,27,1992,11,3,299,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.04,0.12,0.16,0.04,0.16,Matches,608f2092
1772,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,17,14,1204,13.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.06,0.07,0.01,0.07,Matches,608f2092
1773,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,2,1,153,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0bbab654
1774,Jorge Molina,es ESP,FW,Granada,es La Liga,38,1982,33,17,1615,17.9,8,2,8,0,1,3,0,0.45,0.11,0.56,0.45,0.56,6.0,5.2,2.3,7.5,0.33,0.13,0.46,0.29,0.42,Matches,43f71e77
1775,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1998,29,18,1828,20.3,2,5,2,0,0,1,0,0.10,0.25,0.34,0.10,0.34,1.4,1.4,2.6,4.0,0.07,0.13,0.20,0.07,0.20,Matches,23610943
