,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
1686,Gabriele Moncini,it ITA,FWMF,SPAL,it Serie A,23,1996,4,2,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.7,0.35,0.03,0.38,0.35,0.38,Matches,c4efe2b4
1687,Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,19,15,1364,15.2,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.1,0.04,0.03,0.07,0.04,0.07,Matches,84d94b91
1688,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.11,0.13,0.01,0.13,Matches,d4cb83cc
1689,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,29,27,2390,26.6,2,0,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,3.1,3.1,1.8,4.9,0.12,0.07,0.18,0.12,0.18,Matches,d4cb83cc
1690,Joan Monterde,es ESP,MF,Levante,es La Liga,21,1997,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0ff67313
1691,Ilario Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,31b252fc
1692,Ángel Montoro,es ESP,MF,Granada,es La Liga,31,1988,15,11,973,10.8,2,5,2,0,0,6,0,0.18,0.46,0.65,0.18,0.65,0.9,0.9,1.4,2.4,0.09,0.13,0.22,0.09,0.22,Matches,719384c1
1693,Martín Montoya,es ESP,DFMF,Brighton,eng Premier League,28,1991,27,23,1896,21.1,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,1.8,3.3,0.07,0.09,0.16,0.07,0.16,Matches,5cec2487
1694,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e7434f04
1695,Aaron Mooy,au AUS,MFFW,Brighton,eng Premier League,28,1990,31,25,2085,23.2,2,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,2.3,2.3,4.5,6.8,0.10,0.19,0.29,0.10,0.29,Matches,47b7e3af
1696,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,21,21,1782,19.8,5,1,5,0,1,3,0,0.25,0.05,0.30,0.25,0.30,6.4,5.5,1.0,6.5,0.32,0.05,0.37,0.28,0.33,Matches,bfae110f
1697,Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,27,18,1730,19.2,1,2,1,0,0,6,0,0.05,0.10,0.16,0.05,0.16,1.2,1.2,0.9,2.1,0.06,0.05,0.11,0.06,0.11,Matches,ff45add5
1698,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,34,25,2098,23.3,12,2,10,2,3,6,1,0.51,0.09,0.60,0.43,0.51,16.0,13.6,4.9,18.5,0.69,0.21,0.89,0.59,0.79,Matches,129af0db
1699,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,29,1989,11,4,474,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.7,0.7,0.01,0.12,0.14,0.01,0.14,Matches,e7d22eae
1700,Steven Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,17,16,1389,15.4,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4,0.02,0.08,0.09,0.02,0.09,Matches,f10983ae
1701,Jérémy Morel,mg MAD,DF,Rennes,fr Ligue 1,35,1984,21,20,1806,20.1,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.9,2.2,0.07,0.04,0.11,0.07,0.11,Matches,e97150c0
1702,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,27,1992,18,17,1471,16.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.2,0.05,0.02,0.08,0.05,0.08,Matches,11b9265b
1703,Álex Moreno,es ESP,DF,Betis,es La Liga,26,1993,31,25,2265,25.2,0,4,0,0,0,5,0,0.00,0.16,0.16,0.00,0.16,2.7,2.7,2.6,5.3,0.11,0.10,0.21,0.11,0.21,Matches,16e9d0ea
1704,Gerard Moreno,es ESP,FWMF,Villarreal,es La Liga,27,1992,35,33,2744,30.5,18,5,17,1,2,5,0,0.59,0.16,0.75,0.56,0.72,15.3,13.7,6.8,20.5,0.50,0.22,0.73,0.45,0.67,Matches,81f0781e
1705,Mateu Morey,es ESP,DFMF,Dortmund,de Bundesliga,19,2000,5,2,197,2.2,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.4,0.4,0.4,0.8,0.18,0.19,0.38,0.18,0.38,Matches,5fd5e542
1706,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,35,1984,11,4,436,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.11,0.00,0.11,0.11,0.11,Matches,80c31c97
1707,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,20,1999,9,3,253,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.0,0.0,0.6,0.6,0.00,0.20,0.20,0.00,0.20,Matches,a0255c67
1708,Raúl Moro,es ESP,FW,Lazio,it Serie A,16,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,919dd4b1
1709,Loren Morón,es ESP,FW,Betis,es La Liga,25,1993,36,21,2031,22.6,10,3,10,0,0,2,1,0.44,0.13,0.58,0.44,0.58,8.0,8.0,3.4,11.4,0.36,0.15,0.51,0.36,0.51,Matches,3aa4a3be
1710,Leonardo Morosini,it ITA,FWDF,Brescia,it Serie A,23,1995,3,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d89b0ebb
1711,Ravel Morrison,jm JAM,MF,Sheffield Utd,eng Premier League,26,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.34,0.00,0.34,0.34,0.34,Matches,bf59c794
1712,Victor Moses,ng NGA,DF,Inter,it Serie A,28,1990,12,4,420,4.7,0,3,0,0,0,1,0,0.00,0.64,0.64,0.00,0.64,0.2,0.2,2.0,2.2,0.05,0.42,0.47,0.05,0.47,Matches,e726e11e
1713,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,23,1996,21,12,1047,11.6,3,3,3,0,0,0,0,0.26,0.26,0.52,0.26,0.52,4.6,4.6,1.7,6.3,0.39,0.14,0.54,0.39,0.54,Matches,3eaf8817
1714,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21,1997,11,11,990,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches,5f26e0c5
1715,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28a65a2c
1716,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,20,1999,37,32,2867,31.9,7,5,7,0,0,3,0,0.22,0.16,0.38,0.22,0.38,6.4,6.4,5.4,11.8,0.20,0.17,0.37,0.20,0.37,Matches,9674002f
1717,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,26,1992,35,25,2242,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.6,5.6,3.2,8.8,0.23,0.13,0.36,0.23,0.36,Matches,2b622f01
1718,Lys Mousset,fr FRA,FW,Sheffield Utd,eng Premier League,23,1996,30,11,1240,13.8,6,4,6,0,0,1,0,0.44,0.29,0.73,0.44,0.73,5.5,5.5,3.2,8.8,0.40,0.23,0.64,0.40,0.64,Matches,d9cfca3d
1719,Wesley Moustache,fr FRA,DF,Nantes,fr Ligue 1,20,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4c93a97f
1720,João Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,38,34,3108,34.5,1,6,1,0,0,7,0,0.03,0.17,0.20,0.03,0.20,0.9,0.9,7.9,8.8,0.03,0.23,0.26,0.03,0.26,Matches,f5a00fa4
1721,Samuel Moutoussamy,cd COD,DFMF,Nantes,fr Ligue 1,22,1996,18,3,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.05,0.11,0.16,0.05,0.16,Matches,af0c835b
1722,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,21,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9e098912
1723,Javi Moyano,es ESP,DF,Valladolid,es La Liga,33,1986,26,26,2227,24.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.0,1.5,0.02,0.04,0.06,0.02,0.06,Matches,933e8c8a
1724,Nordi Mukiele,fr FRA,DFFW,RB Leipzig,de Bundesliga,21,1997,25,21,1783,19.8,3,1,3,0,0,1,0,0.15,0.05,0.20,0.15,0.20,2.8,2.8,1.3,4.1,0.14,0.06,0.20,0.14,0.20,Matches,ac73ec79
1725,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,20,1999,24,13,1273,14.1,2,1,2,0,0,4,0,0.14,0.07,0.21,0.14,0.21,1.0,1.0,0.5,1.5,0.07,0.03,0.10,0.07,0.10,Matches,1295552e
1726,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,1125,12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cbac6ec9
1727,Thomas Müller,de GER,MFFW,Bayern Munich,de Bundesliga,29,1989,33,26,2255,25.1,8,21,8,0,0,5,0,0.32,0.84,1.16,0.32,1.16,8.7,8.7,14.8,23.5,0.35,0.59,0.94,0.35,0.94,Matches,3c6089ab
1728,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,23,1996,17,8,838,9.3,0,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.2,0.2,0.5,0.7,0.03,0.05,0.08,0.03,0.08,Matches,2acf0cd7
1729,Iker Muniain,es ESP,FWMF,Athletic Club,es La Liga,26,1992,31,26,2382,26.5,5,2,5,0,0,4,1,0.19,0.08,0.26,0.19,0.26,3.7,3.7,2.5,6.3,0.14,0.10,0.24,0.14,0.24,Matches,c05dfb74
1730,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,21,1997,15,11,981,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,228b0d9d
1731,Javier Muñoz,es ESP,FWMF,Alavés,es La Liga,24,1995,1,1,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ec7c84c2
1732,Simone Muratore,it ITA,MF,Juventus,it Serie A,21,1998,4,2,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.08,0.13,0.05,0.13,Matches,04989945
1733,Alessandro Murgia,it ITA,MF,SPAL,it Serie A,22,1996,25,19,1750,19.4,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,2.4,2.4,2.0,4.5,0.12,0.10,0.23,0.12,0.23,Matches,fb2c533b
1734,Luis Muriel,co COL,FW,Atalanta,it Serie A,28,1991,34,10,1260,14.0,18,1,12,6,7,1,0,1.29,0.07,1.36,0.86,0.93,12.7,7.2,5.4,12.6,0.91,0.39,1.30,0.51,0.90,Matches,eb2fe5b6
1735,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,27,1992,10,7,666,7.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches,b233e8e4
1736,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,27,1992,18,17,1529,17.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04,Matches,b233e8e4
1737,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,35,1983,23,7,797,8.9,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,2.4,2.4,0.7,3.1,0.27,0.08,0.35,0.27,0.35,Matches,f2f29dda
1738,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,24,1994,28,26,2259,25.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6,0.03,0.04,0.06,0.03,0.06,Matches,d183e9d6
1739,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,18,17,1466,16.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.2,0.04,0.03,0.07,0.04,0.07,Matches,91899ca8
1740,Torben Müsel,de GER,FW,M'Gladbach,de Bundesliga,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d01b9ad6
1741,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,16,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2c0558b8
1742,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,a111cf41
1743,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,27,1992,15,13,1207,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.4,1.3,0.07,0.03,0.10,0.07,0.10,Matches,3f2d59fe
1744,Yoshinori Mutō,jp JPN,MFFW,Newcastle Utd,eng Premier League,27,1992,8,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches,5343eb4e
1745,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dc29b608
1746,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,25,1994,4,4,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Matches,2ff76adc
1747,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,22,20,1721,19.1,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,0.7,0.7,1.1,1.8,0.04,0.06,0.09,0.04,0.09,Matches,441197b8
1748,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,23,1996,20,19,1646,18.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.02,0.04,0.02,0.04,Matches,e50623a0
1749,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,25,1993,6,4,373,4.1,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,Matches,4749367a
1750,Ferris N'Goma,fr FRA,MFFW,Brest,fr Ligue 1,26,1993,4,0,25,0.3,1,0,0,1,1,1,0,3.60,0.00,3.60,0.00,0.00,0.8,0.0,0.0,0.0,3.01,0.00,3.01,0.17,0.17,Matches,2b3d9aad
1751,Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e110ea4b
1752,Georges-Kévin N'Koudou,cm CMR,FW,Tottenham,eng Premier League,24,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.15,0.00,1.15,1.15,1.15,Matches,76c131da
1753,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,20,1999,17,14,1273,14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.7,1.1,0.03,0.05,0.07,0.03,0.07,Matches,61590953
1754,Nacho,es ESP,DF,Valladolid,es La Liga,30,1989,23,21,1893,21.0,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,2.9,3.1,0.01,0.14,0.15,0.01,0.15,Matches,e29d1111
1755,Nacho,es ESP,DF,Real Madrid,es La Liga,29,1990,6,4,439,4.9,1,0,1,0,0,3,0,0.21,0.00,0.21,0.21,0.21,0.4,0.4,0.4,0.8,0.07,0.08,0.15,0.07,0.15,Matches,2946f9a1
1756,Radja Nainggolan,be BEL,MF,Cagliari,it Serie A,31,1988,26,25,2071,23.0,6,7,6,0,0,5,0,0.26,0.30,0.56,0.26,0.56,2.9,2.9,6.3,9.2,0.13,0.27,0.40,0.13,0.40,Matches,1f9328da
1757,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,29,19,1836,20.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.03,0.03,0.01,0.03,Matches,de5b5570
1758,Naldo,br BRA,DF,Espanyol,es La Liga,30,1988,18,15,1332,14.8,0,1,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches,a2609621
1759,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,23,1995,35,32,2898,32.2,2,3,2,0,0,14,0,0.06,0.09,0.16,0.06,0.16,1.7,1.7,4.4,6.0,0.05,0.14,0.19,0.05,0.19,Matches,95facda1
1760,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,26,1993,16,15,1365,15.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.3,0.07,0.02,0.09,0.07,0.09,Matches,f35430a4
1761,Marc Navarro,es ESP,FWDF,Leganés,es La Liga,24,1995,4,3,219,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.01,0.09,0.09,0.09,Matches,c2846353
1762,Ximo Navarro,es ESP,DF,Alavés,es La Liga,29,1990,23,22,1903,21.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches,8db394aa
1763,Jesús Navas,es ESP,DF,Sevilla,es La Liga,33,1985,38,37,3369,37.4,0,7,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.3,0.3,7.7,8.0,0.01,0.21,0.21,0.01,0.21,Matches,3f10bd22
1764,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ecada4fc
1765,Raúl Navas,es ESP,DF,Osasuna,es La Liga,31,1988,9,8,711,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,ad178594
1766,Michel Ndary Adopo,fr FRA,DFMF,Torino,it Serie A,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,599d91d0
1767,Papa Ndiaga Yade,sn SEN,FW,Metz,fr Ligue 1,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,87e9c7cd
1768,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,32,29,2674,29.7,2,1,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,1.6,1.6,0.6,2.2,0.06,0.02,0.08,0.06,0.08,Matches,6b47c5db
1769,Emanuele Ndoj,al ALB,MF,Brescia,it Serie A,22,1996,18,6,555,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.24,0.04,0.28,0.24,0.28,Matches,482145e9
1770,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,21,12,1009,11.2,2,2,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,0.7,1.1,0.03,0.07,0.10,0.03,0.10,Matches,5cdddffa
1771,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,19,1999,17,7,631,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.4,1.3,0.13,0.06,0.19,0.13,0.19,Matches,c5bdb6e3
1772,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,29,1990,28,15,1251,13.9,3,1,3,0,0,4,0,0.22,0.07,0.29,0.22,0.29,3.7,3.7,1.3,5.0,0.27,0.09,0.36,0.27,0.36,Matches,b1236c63
1773,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
1774,Pedro Neto,pt POR,FWMF,Wolves,eng Premier League,19,2000,29,9,939,10.4,3,3,3,0,0,3,0,0.29,0.29,0.58,0.29,0.58,2.2,2.2,2.6,4.8,0.21,0.25,0.46,0.21,0.46,Matches,7ba2eaa9
1775,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8778c910
1776,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,22,1997,30,26,2356,26.2,4,2,4,0,0,6,0,0.15,0.08,0.23,0.15,0.23,6.4,6.3,3.7,9.9,0.24,0.14,0.38,0.24,0.38,Matches,36a59ba4
1777,Carlos Neva,es ESP,DF,Granada,es La Liga,23,1996,26,25,2205,24.5,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.9,0.9,1.0,1.9,0.04,0.04,0.08,0.04,0.08,Matches,8d47bb39
1778,Rúben Neves,pt POR,MF,Wolves,eng Premier League,22,1997,38,35,3056,34.0,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,2.0,2.0,2.2,4.2,0.06,0.06,0.12,0.06,0.12,Matches,44bfb6c5
1779,Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,27,1992,15,15,1318,14.6,13,6,9,4,5,4,1,0.89,0.41,1.30,0.61,1.02,14.7,10.7,5.8,16.5,1.00,0.39,1.40,0.73,1.13,Matches,69384e5d
1780,Jeremy Ngakia,eng ENG,DF,West Ham,eng Premier League,18,2000,5,5,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3631ad41
1781,Jessic Ngankam,de GER,FWMF,Hertha BSC,de Bundesliga,19,2000,4,0,85,0.9,0,1,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,0.0,0.0,0.7,0.7,0.00,0.78,0.78,0.00,0.78,Matches,bc249af8
1782,Muzinga Ngonda,cd COD,DF,Dijon,fr Ligue 1,24,1994,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,b748968d
1783,Ahmad Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18,2000,1,0,55,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8413ceb1
1784,Opa Nguette,sn SEN,FW,Metz,fr Ligue 1,25,1994,26,23,1826,20.3,5,2,5,0,0,1,0,0.25,0.10,0.35,0.25,0.35,2.9,2.9,1.4,4.3,0.14,0.07,0.21,0.14,0.21,Matches,75a63397
1785,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,33,33,2970,33.0,1,2,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,1.0,1.0,1.1,2.1,0.03,0.03,0.06,0.03,0.06,Matches,00242715
1786,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,20,1999,21,9,951,10.6,3,0,2,1,1,0,0,0.28,0.00,0.28,0.19,0.19,2.5,1.7,0.3,2.0,0.24,0.03,0.26,0.16,0.19,Matches,46faabfa
1787,M'Baye Niang,sn SEN,FW,Rennes,fr Ligue 1,24,1994,26,24,2126,23.6,10,0,10,0,2,2,0,0.42,0.00,0.42,0.42,0.42,9.3,7.7,0.6,8.3,0.39,0.02,0.42,0.33,0.35,Matches,2054d037
1788,Tanguy Nianzou,fr FRA,DFMF,Paris S-G,fr Ligue 1,17,2002,6,4,452,5.0,2,0,2,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.9,0.9,0.4,1.3,0.17,0.09,0.26,0.17,0.26,Matches,5853ac44
1789,Cheikh Niasse,sn SEN,MF,Lille,fr Ligue 1,19,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ff20acfe
1790,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,29,1990,3,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,af721f98
1791,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,226ddf9d
